[Main]
Experiment = "VvsI"
Header length = 59    
Date = "20181208 10:39:13"
Comments = "SD: 3I+ to 1V+; Voltage1: 2I- to 2I+"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = TRUE
Finish temperature (K) = 3.000000E+2
Delay after setting finish temperature (s) = 0.000000E+0
Finish temperature stabiliation (K) = 2.000000E-1
Finish temperature ramp rate (K/min) = 1.000000E+1
Wait for finish temperature to stabilize = TRUE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "09"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 2.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	Temperature (K)
550.499571800E+0	486.382200181E-24	1.149954340E-6	4.404391667E-3	72.661598020E-9	231.426361764E-9	NaN	NaN	NaN	NaN	404.825832073E-6	2.186519286E-6	10.000500000E+0
570.103388786E+0	10.000000000E-9	25.769806913E-6	203.104866667E-6	58.418422487E-9	4.272238144E-6	2.576980691E+3	20.310486667E+3	5.841842249E+0	427.223814365E+0	406.176274622E-6	-2.380223126E-6	10.001700000E+0
575.619899273E+0	20.000000000E-9	50.473500350E-6	317.294470000E-6	63.116236511E-9	3.579977368E-6	2.523675017E+3	15.864723500E+3	3.155811826E+0	178.998868390E+0	404.797769436E-6	87.573646883E-6	10.000500000E+0
581.102437496E+0	30.000000000E-9	75.120664840E-6	466.793313333E-6	80.016205804E-9	3.523044803E-6	2.504022161E+3	15.559777111E+3	2.667206860E+0	117.434826760E+0	405.726184205E-6	66.890149629E-6	9.999200000E+0
586.570673466E+0	40.000000000E-9	99.811645480E-6	615.782736667E-6	74.775605192E-9	4.711721633E-6	2.495291137E+3	15.394568417E+3	1.869390130E+0	117.793040824E+0	405.006190147E-6	67.118858348E-6	10.000100000E+0
592.105531216E+0	50.000000000E-9	124.452256967E-6	768.262710000E-6	75.300639326E-9	4.150615216E-6	2.489045139E+3	15.365254200E+3	1.506012787E+0	83.012304315E+0	405.834084329E-6	65.582382928E-6	10.000600000E+0
597.600198269E+0	60.000000000E-9	149.205874533E-6	919.236436667E-6	66.849416961E-9	3.491755879E-6	2.486764576E+3	15.320607278E+3	1.114156949E+0	58.195931314E+0	403.981356384E-6	66.236690455E-6	10.000300000E+0
603.054257393E+0	70.000000000E-9	173.855873900E-6	1.068165300E-3	77.147988529E-9	4.226006431E-6	2.483655341E+3	15.259504286E+3	1.102114122E+0	60.371520443E+0	405.679523608E-6	67.146151365E-6	10.000400000E+0
608.565268993E+0	80.000000000E-9	198.543050333E-6	1.215698700E-3	64.853649090E-9	3.860569095E-6	2.481788129E+3	15.196233750E+3	810.670613619E-3	48.257113683E+0	405.068600170E-6	67.781261735E-6	10.000600000E+0
614.049851894E+0	90.000000000E-9	223.149006533E-6	1.365464767E-3	69.679144918E-9	4.205273378E-6	2.479433406E+3	15.171830741E+3	774.212721308E-3	46.725259757E+0	406.405665308E-6	66.770799438E-6	9.999800000E+0
619.519153595E+0	100.000000000E-9	247.852431933E-6	1.518760833E-3	68.312216796E-9	4.426634598E-6	2.478524319E+3	15.187608333E+3	683.122167960E-3	44.266345984E+0	404.802161566E-6	65.233245819E-6	10.000700000E+0
624.982959270E+0	110.000000000E-9	272.414475133E-6	1.625328833E-3	71.438521480E-9	3.928322851E-6	2.476495228E+3	14.775716667E+3	649.441104362E-3	35.712025916E+0	407.132253558E-6	93.836799039E-6	10.000300000E+0
630.464684963E+0	120.000000000E-9	297.023476767E-6	1.771927000E-3	94.864603932E-9	4.561786840E-6	2.475195640E+3	14.766058333E+3	790.538366102E-3	38.014890332E+0	406.355371461E-6	68.213677070E-6	9.999400000E+0
635.966155052E+0	130.000000000E-9	321.527040767E-6	1.918812300E-3	89.601155017E-9	4.803126957E-6	2.473284929E+3	14.760094615E+3	689.239653974E-3	36.947130436E+0	408.103898682E-6	68.080332069E-6	9.999600000E+0
641.438131332E+0	140.000000000E-9	346.254984133E-6	2.062875533E-3	74.995558414E-9	3.880660357E-6	2.473249887E+3	14.734825238E+3	535.682560097E-3	27.719002553E+0	404.400796771E-6	69.413963359E-6	10.000200000E+0
646.931883335E+0	150.000000000E-9	370.910190333E-6	2.209445633E-3	77.412697592E-9	4.520470577E-6	2.472734602E+3	14.729637556E+3	516.084650612E-3	30.136470515E+0	405.593849789E-6	68.226739287E-6	10.000300000E+0
652.396711349E+0	160.000000000E-9	395.451769000E-6	2.359537900E-3	88.387791886E-9	4.254665920E-6	2.471573556E+3	14.747111875E+3	552.423699285E-3	26.591662002E+0	407.471749712E-6	66.625684468E-6	9.999900000E+0
657.903532028E+0	170.000000000E-9	420.172324600E-6	2.504590700E-3	95.668731470E-9	5.105190997E-6	2.471601909E+3	14.732886471E+3	562.757243943E-3	30.030535275E+0	404.521652418E-6	68.940413422E-6	10.000200000E+0
663.375173569E+0	180.000000000E-9	444.799583633E-6	2.651807400E-3	91.286897020E-9	3.653779551E-6	2.471108798E+3	14.732263333E+3	507.149427889E-3	20.298775283E+0	406.054120211E-6	67.927076208E-6	10.000300000E+0
668.852712154E+0	190.000000000E-9	469.495448133E-6	2.797470667E-3	89.373298526E-9	4.356368880E-6	2.471028674E+3	14.723529825E+3	470.385781718E-3	22.928257262E+0	404.926096027E-6	68.651487975E-6	10.000300000E+0
674.358679771E+0	200.000000000E-9	494.209608000E-6	2.943341267E-3	94.698408630E-9	3.699005830E-6	2.471048040E+3	14.716706333E+3	473.492043150E-3	18.495029152E+0	404.626337854E-6	68.553910109E-6	10.000200000E+0
679.862817764E+0	210.000000000E-9	518.905778067E-6	3.086427433E-3	124.096041450E-9	4.797392177E-6	2.470979896E+3	14.697273492E+3	590.933530716E-3	22.844724654E+0	404.921085861E-6	69.887957955E-6	10.000200000E+0
685.340016842E+0	220.000000000E-9	543.525854500E-6	3.231718100E-3	115.241009576E-9	4.146278326E-6	2.470572066E+3	14.689627727E+3	523.822770799E-3	18.846719663E+0	406.172581433E-6	68.827545701E-6	10.000100000E+0
690.814931870E+0	230.000000000E-9	568.217189100E-6	3.378510300E-3	100.421111094E-9	4.348268797E-6	2.470509518E+3	14.689175217E+3	436.613526497E-3	18.905516507E+0	405.000384224E-6	68.123510650E-6	10.000200000E+0
696.299590588E+0	240.000000000E-9	592.760978067E-6	3.524248533E-3	105.488739863E-9	3.429337442E-6	2.469837409E+3	14.684368889E+3	439.536416094E-3	14.288906009E+0	407.435054693E-6	68.616174159E-6	9.999600000E+0
701.823929787E+0	250.000000000E-9	617.379317900E-6	3.672441733E-3	135.867201242E-9	4.380100896E-6	2.469517272E+3	14.689766933E+3	543.468804967E-3	17.520403583E+0	406.201233215E-6	67.479479490E-6	9.999000000E+0
707.314116001E+0	260.000000000E-9	641.760573533E-6	3.817925600E-3	93.855390349E-9	3.743328489E-6	2.468309898E+3	14.684329231E+3	360.982270572E-3	14.397417267E+0	410.151148505E-6	68.736143939E-6	9.999900000E+0
712.791382313E+0	270.000000000E-9	666.467365033E-6	3.963462133E-3	144.908898469E-9	3.375019221E-6	2.468397648E+3	14.679489383E+3	536.699623958E-3	12.500071188E+0	404.747010554E-6	68.711269748E-6	10.000600000E+0
718.280280113E+0	280.000000000E-9	691.046413767E-6	4.110137767E-3	120.862589852E-9	4.636900954E-6	2.468022906E+3	14.679063452E+3	431.652106614E-3	16.560360551E+0	406.850570520E-6	68.177650048E-6	10.000400000E+0
723.778697491E+0	290.000000000E-9	715.696868700E-6	4.254627167E-3	162.179386869E-9	3.681143976E-6	2.467920237E+3	14.671128161E+3	559.239265065E-3	12.693599917E+0	405.672026218E-6	69.209229189E-6	10.000600000E+0
729.252016544E+0	300.000000000E-9	740.329447100E-6	4.400963567E-3	112.453109851E-9	3.797983210E-6	2.467764824E+3	14.669878556E+3	374.843699502E-3	12.659944032E+0	405.966433461E-6	68.335697748E-6	10.000800000E+0
734.727447033E+0	310.000000000E-9	764.939639167E-6	4.547461433E-3	105.763091663E-9	4.412869226E-6	2.467547223E+3	14.669230430E+3	341.171263429E-3	14.235062019E+0	406.335715419E-6	68.260379673E-6	10.001200000E+0
740.194435120E+0	320.000000000E-9	789.915797833E-6	4.692530300E-3	128.733934534E-9	4.762544185E-6	2.468486868E+3	14.664157187E+3	402.293545420E-3	14.882950578E+0	400.381825462E-6	68.932778133E-6	10.000300000E+0
745.705745697E+0	330.000000000E-9	814.475434867E-6	4.838154900E-3	126.939676703E-9	3.493893297E-6	2.468107378E+3	14.661075455E+3	384.665686979E-3	10.587555445E+0	407.172141283E-6	68.669716518E-6	10.001000000E+0
751.179183006E+0	340.000000000E-9	839.135723367E-6	4.983514867E-3	109.566281112E-9	3.682559939E-6	2.468046245E+3	14.657396667E+3	322.253767977E-3	10.831058645E+0	405.510259947E-6	68.794732341E-6	9.999700000E+0
756.667039871E+0	350.000000000E-9	863.532525567E-6	5.131519267E-3	143.352861249E-9	4.799151203E-6	2.467235787E+3	14.661483619E+3	409.579603569E-3	13.711860581E+0	409.889784654E-6	67.565558862E-6	10.000700000E+0
762.150338173E+0	360.000000000E-9	888.299447533E-6	5.277217800E-3	128.291040283E-9	3.464927490E-6	2.467498465E+3	14.658938333E+3	356.364000787E-3	9.624798583E+0	403.764343969E-6	68.634870724E-6	10.001500000E+0
767.663914204E+0	370.000000000E-9	913.016512000E-6	5.420300933E-3	187.071955469E-9	4.061573858E-6	2.467612195E+3	14.649461982E+3	505.599879645E-3	10.977226643E+0	404.578788613E-6	69.889439566E-6	9.999500000E+0
773.122828960E+0	380.000000000E-9	937.658177767E-6	5.569037667E-3	138.990611016E-9	3.507443104E-6	2.467521520E+3	14.655362281E+3	365.764765832E-3	9.230113431E+0	405.816720943E-6	67.232887101E-6	10.000500000E+0
778.576425552E+0	390.000000000E-9	962.311661733E-6	5.720393700E-3	124.865162337E-9	4.430590364E-6	2.467465799E+3	14.667676154E+3	320.167082916E-3	11.360488113E+0	405.622183604E-6	66.069384746E-6	10.000200000E+0
784.037692070E+0	400.000000000E-9	986.951114567E-6	5.866046767E-3	190.869892904E-9	4.385936087E-6	2.467377786E+3	14.665116917E+3	477.174732259E-3	10.964840217E+0	405.853168398E-6	68.656295599E-6	9.999500000E+0
789.517342567E+0	410.000000000E-9	1.011247670E-3	6.010491167E-3	209.742681800E-9	4.323050911E-6	2.466457733E+3	14.659734553E+3	511.567516586E-3	10.544026612E+0	411.580970407E-6	69.230790533E-6	10.000300000E+0
794.988833427E+0	420.000000000E-9	1.036226073E-3	6.159032967E-3	169.198521110E-9	3.651791950E-6	2.467204936E+3	14.664364206E+3	402.853621691E-3	8.694742738E+0	400.345856116E-6	67.321117692E-6	10.001100000E+0
800.434917450E+0	430.000000000E-9	1.060536651E-3	6.301289067E-3	189.116135451E-9	4.556514063E-6	2.466364305E+3	14.654160620E+3	439.804966164E-3	10.596544333E+0	411.343566693E-6	70.295755331E-6	10.000700000E+0
805.916612148E+0	440.000000000E-9	1.084819975E-3	6.446864833E-3	170.786797312E-9	4.024962095E-6	2.465499944E+3	14.651965530E+3	388.151812073E-3	9.147641125E+0	411.805237207E-6	68.692751747E-6	10.000100000E+0
811.397245407E+0	450.000000000E-9	1.109594449E-3	6.592290500E-3	153.847127781E-9	4.233255230E-6	2.465765442E+3	14.649534444E+3	341.882506181E-3	9.407233845E+0	403.641269419E-6	68.763652450E-6	10.000700000E+0
816.859804630E+0	460.000000000E-9	1.134432795E-3	6.739668067E-3	216.562154552E-9	3.263127989E-6	2.466158249E+3	14.651452319E+3	470.787292505E-3	7.093756497E+0	402.603302740E-6	67.852931936E-6	9.999800000E+0
822.331744671E+0	470.000000000E-9	1.158927561E-3	6.885981267E-3	292.119552455E-9	4.448236737E-6	2.465803321E+3	14.651023972E+3	621.530962670E-3	9.464333482E+0	408.250475384E-6	68.346533327E-6	10.000100000E+0
827.778775215E+0	480.000000000E-9	1.183302069E-3	7.032348600E-3	182.946456326E-9	4.769956095E-6	2.465212644E+3	14.650726250E+3	381.138450679E-3	9.937408531E+0	410.264685681E-6	68.321255654E-6	10.000700000E+0
833.248952866E+0	490.000000000E-9	1.207956277E-3	7.177317367E-3	257.282646880E-9	4.243589758E-6	2.465216893E+3	14.647586463E+3	525.066626286E-3	8.660387261E+0	405.610271480E-6	68.980375773E-6	9.999700000E+0
838.691609383E+0	500.000000000E-9	1.232431420E-3	7.322838300E-3	213.493808963E-9	4.642083147E-6	2.464862839E+3	14.645676600E+3	426.987617925E-3	9.284166294E+0	408.577807794E-6	68.718635669E-6	9.999400000E+0
844.138549805E+0	510.000000000E-9	1.256817031E-3	7.468595467E-3	162.140148780E-9	5.428623632E-6	2.464347120E+3	14.644304837E+3	317.921860353E-3	10.644360062E+0	410.077882675E-6	68.607261164E-6	9.999900000E+0
849.641767025E+0	520.000000000E-9	1.281537253E-3	7.609866700E-3	177.112197542E-9	4.560119721E-6	2.464494717E+3	14.634359038E+3	340.600379889E-3	8.769461002E+0	404.527116902E-6	70.785819335E-6	9.999400000E+0
855.111452103E+0	530.000000000E-9	1.306112633E-3	7.758832533E-3	180.355179499E-9	4.448086584E-6	2.464363458E+3	14.639306667E+3	340.292791507E-3	8.392616196E+0	406.911312689E-6	67.129487187E-6	10.000400000E+0
860.585109711E+0	540.000000000E-9	1.330455673E-3	7.904753033E-3	208.431807675E-9	4.984368742E-6	2.463806802E+3	14.638431543E+3	385.984829027E-3	9.230312485E+0	410.795025031E-6	68.530466932E-6	10.000400000E+0
866.060610294E+0	550.000000000E-9	1.355394514E-3	8.051767167E-3	249.539454909E-9	4.496844948E-6	2.464353662E+3	14.639576667E+3	453.708099835E-3	8.176081724E+0	400.980943742E-6	68.020671028E-6	10.000100000E+0
871.515043736E+0	560.000000000E-9	1.379982482E-3	8.197514900E-3	190.534543169E-9	3.488641662E-6	2.464254432E+3	14.638419464E+3	340.240255659E-3	6.229717253E+0	406.702991299E-6	68.611701680E-6	9.999500000E+0
876.998967171E+0	570.000000000E-9	1.404621057E-3	8.342541233E-3	198.635615849E-9	3.516111897E-6	2.464247468E+3	14.636037251E+3	348.483536578E-3	6.168617364E+0	405.867628302E-6	68.952994743E-6	9.999800000E+0
882.445075989E+0	580.000000000E-9	1.429062891E-3	8.487749800E-3	183.623758405E-9	5.187057909E-6	2.463901536E+3	14.634051379E+3	316.592686905E-3	8.943203291E+0	409.134600947E-6	68.866460358E-6	9.999700000E+0
887.898345470E+0	590.000000000E-9	1.453592813E-3	8.633850033E-3	237.135605485E-9	4.387795413E-6	2.463716633E+3	14.633644124E+3	401.924755058E-3	7.436941378E+0	407.665375541E-6	68.446160364E-6	9.998500000E+0
893.388550282E+0	600.000000000E-9	1.478419199E-3	8.780952667E-3	255.728807538E-9	2.782490776E-6	2.464031998E+3	14.634921111E+3	426.214679231E-3	4.637484627E+0	402.797260485E-6	67.979748380E-6	9.999800000E+0
898.860211372E+0	610.000000000E-9	1.502737641E-3	8.926108367E-3	210.362851748E-9	4.588521432E-6	2.463504330E+3	14.632964536E+3	344.857134013E-3	7.522166282E+0	411.210548066E-6	68.891541979E-6	10.000200000E+0
904.342423916E+0	620.000000000E-9	1.527649749E-3	9.072427467E-3	151.802590586E-9	4.673946178E-6	2.463951208E+3	14.632947527E+3	244.842888041E-3	7.538622868E+0	401.411238816E-6	68.343777402E-6	10.000000000E+0
909.799894333E+0	630.000000000E-9	1.552049012E-3	9.215267400E-3	212.167490029E-9	3.848869002E-6	2.463569861E+3	14.627408571E+3	336.773793698E-3	6.109315876E+0	409.848433814E-6	70.008433683E-6	9.998100000E+0
915.309408188E+0	640.000000000E-9	1.576185825E-3	9.358880567E-3	210.752006441E-9	4.529435549E-6	2.462790352E+3	14.623250885E+3	329.300010064E-3	7.077243045E+0	414.304910019E-6	69.631498505E-6	10.000400000E+0
920.827573776E+0	650.000000000E-9	1.600511613E-3	9.505159233E-3	193.586438538E-9	4.612221738E-6	2.462325558E+3	14.623321897E+3	297.825290058E-3	7.095725750E+0	411.086380307E-6	68.362668514E-6	10.000100000E+0
926.285550594E+0	660.000000000E-9	1.625339336E-3	9.648406333E-3	227.117543750E-9	6.550009673E-6	2.462635358E+3	14.618797475E+3	344.117490531E-3	9.924257080E+0	402.775547781E-6	69.809441168E-6	10.000300000E+0
931.732116699E+0	670.000000000E-9	1.650133851E-3	9.790249833E-3	269.605924126E-9	6.243922988E-6	2.462886344E+3	14.612313184E+3	402.396901680E-3	9.319288042E+0	403.315018216E-6	70.500234413E-6	9.999800000E+0
937.220448017E+0	680.000000000E-9	1.674753039E-3	9.937247333E-3	219.344694578E-9	4.545926865E-6	2.462872116E+3	14.613599020E+3	322.565727321E-3	6.685186565E+0	406.187238994E-6	68.028367829E-6	9.999500000E+0
942.712479115E+0	690.000000000E-9	1.699044471E-3	10.083797333E-3	291.511487332E-9	5.507923405E-6	2.462383292E+3	14.614199034E+3	422.480416423E-3	7.982497688E+0	411.667773458E-6	68.236096895E-6	9.999100000E+0
948.177128792E+0	700.000000000E-9	1.723337940E-3	10.227929667E-3	229.803643807E-9	5.119293111E-6	2.461911342E+3	14.611328095E+3	328.290919724E-3	7.313275873E+0	411.633277834E-6	69.380684880E-6	10.000100000E+0
953.659311295E+0	710.000000000E-9	1.747996299E-3	10.372848667E-3	237.153685409E-9	5.254196177E-6	2.461966619E+3	14.609646009E+3	334.019275224E-3	7.400276306E+0	405.541979888E-6	69.004064339E-6	9.999900000E+0
959.113607883E+0	720.000000000E-9	1.772533662E-3	10.521610333E-3	237.024894086E-9	4.305530912E-6	2.461852308E+3	14.613347685E+3	329.201241786E-3	5.979904045E+0	407.541761348E-6	67.221618473E-6	9.999400000E+0
964.623218536E+0	730.000000000E-9	1.797082070E-3	10.663310000E-3	324.624617977E-9	5.094745772E-6	2.461756261E+3	14.607273973E+3	444.691257502E-3	6.979103797E+0	407.358386100E-6	70.571796217E-6	9.999800000E+0
970.108074188E+0	740.000000000E-9	1.821768177E-3	10.808975333E-3	207.987310968E-9	3.313108482E-6	2.461848888E+3	14.606723423E+3	281.063933740E-3	4.477173625E+0	405.086148253E-6	68.650513964E-6	9.998500000E+0
975.607481480E+0	750.000000000E-9	1.846135501E-3	10.953905000E-3	219.036176082E-9	3.776066874E-6	2.461514002E+3	14.605206667E+3	292.048234776E-3	5.034755832E+0	410.385645958E-6	68.998985715E-6	10.000100000E+0
981.106593609E+0	760.000000000E-9	1.870807835E-3	11.094640667E-3	230.978426396E-9	5.215094758E-6	2.461589256E+3	14.598211404E+3	303.918982100E-3	6.861966787E+0	405.312293122E-6	71.055193306E-6	10.000300000E+0
986.587924957E+0	770.000000000E-9	1.895399595E-3	11.245718000E-3	255.848117158E-9	4.215155251E-6	2.461557915E+3	14.604828571E+3	332.270282023E-3	5.474227599E+0	406.640273002E-6	66.191266283E-6	10.001000000E+0
992.079755783E+0	780.000000000E-9	1.919969658E-3	11.388827667E-3	360.184051767E-9	5.101847997E-6	2.461499562E+3	14.601061111E+3	461.774425343E-3	6.540830766E+0	406.999357891E-6	69.876481673E-6	10.000100000E+0
997.562465668E+0	790.000000000E-9	1.944771915E-3	11.536595000E-3	205.418887469E-9	4.913733569E-6	2.461736602E+3	14.603284810E+3	260.023908189E-3	6.219915910E+0	403.189107572E-6	67.673955904E-6	9.999800000E+0
1.003063095E+3	800.000000000E-9	1.969357457E-3	11.681108333E-3	359.293535776E-9	4.791951646E-6	2.461696821E+3	14.601385417E+3	449.116919720E-3	5.989939557E+0	406.743128590E-6	69.197767219E-6	10.000300000E+0
1.008543625E+3	810.000000000E-9	1.993362334E-3	11.825887333E-3	344.269230387E-9	4.132985006E-6	2.460941153E+3	14.599860905E+3	425.023741218E-3	5.102450624E+0	416.582002161E-6	69.070790653E-6	10.000200000E+0
1.014031776E+3	820.000000000E-9	2.017922095E-3	11.968589000E-3	380.312738248E-9	4.790592325E-6	2.460880604E+3	14.595840244E+3	463.796022254E-3	5.842185763E+0	407.170086061E-6	70.076266337E-6	9.999400000E+0
1.019499856E+3	830.000000000E-9	2.042165304E-3	12.114459667E-3	288.302342015E-9	5.590052423E-6	2.460440126E+3	14.595734538E+3	347.352219296E-3	6.735002919E+0	412.486647292E-6	68.553878778E-6	10.000300000E+0
1.024950855E+3	840.000000000E-9	2.066559411E-3	12.257328333E-3	417.471667482E-9	4.671757465E-6	2.460189775E+3	14.592057540E+3	496.990080335E-3	5.561616030E+0	409.935071614E-6	69.994353789E-6	9.999800000E+0
1.030406646E+3	850.000000000E-9	2.091131132E-3	12.404235667E-3	415.270689596E-9	4.523000746E-6	2.460154273E+3	14.593218431E+3	488.553752465E-3	5.321177348E+0	406.971906268E-6	68.070121301E-6	10.000300000E+0
1.035897539E+3	860.000000000E-9	2.115706454E-3	12.549292667E-3	323.600430602E-9	4.711376498E-6	2.460123783E+3	14.592200775E+3	376.279570468E-3	5.478344765E+0	406.912273037E-6	68.938417312E-6	10.000100000E+0
1.041378559E+3	870.000000000E-9	2.140325173E-3	12.693749333E-3	326.829483602E-9	5.650328604E-6	2.460143877E+3	14.590516475E+3	375.666073105E-3	6.494630579E+0	406.194977082E-6	69.224911738E-6	9.999700000E+0
1.046836733E+3	880.000000000E-9	2.164634452E-3	12.836438333E-3	271.771945171E-9	4.397297825E-6	2.459811877E+3	14.586861742E+3	308.831755876E-3	4.996929346E+0	411.365547406E-6	70.082487087E-6	10.000900000E+0
1.052337873E+3	890.000000000E-9	2.189186786E-3	12.981808333E-3	310.520670551E-9	3.567132610E-6	2.459760433E+3	14.586301498E+3	348.899629832E-3	4.008014169E+0	407.293259197E-6	68.789984178E-6	9.999700000E+0
1.057831538E+3	900.000000000E-9	2.213811359E-3	13.127222667E-3	455.486388156E-9	5.216574337E-6	2.459790399E+3	14.585802963E+3	506.095986840E-3	5.796193708E+0	406.098406849E-6	68.769011766E-6	9.999300000E+0
1.063291436E+3	910.000000000E-9	2.238522102E-3	13.274858667E-3	246.741055914E-9	4.032424387E-6	2.459914398E+3	14.587756777E+3	271.144017488E-3	4.431235590E+0	404.682281917E-6	67.734156981E-6	9.999700000E+0
1.068758096E+3	920.000000000E-9	2.262482814E-3	13.416213000E-3	283.409504167E-9	3.961125014E-6	2.459220450E+3	14.582840217E+3	308.053808878E-3	4.305570668E+0	417.349874207E-6	70.744205460E-6	9.999500000E+0
1.074240442E+3	930.000000000E-9	2.287464390E-3	13.562018333E-3	220.661787115E-9	3.335662146E-6	2.459639129E+3	14.582815412E+3	237.270738834E-3	3.586733491E+0	400.294996063E-6	68.584596814E-6	10.000200000E+0
1.079714018E+3	940.000000000E-9	2.311816775E-3	13.705708333E-3	451.594582370E-9	4.736878853E-6	2.459379548E+3	14.580540780E+3	480.419768479E-3	5.039232822E+0	410.637403149E-6	69.594265433E-6	9.999400000E+0
1.085197716E+3	950.000000000E-9	2.336648431E-3	13.847553667E-3	267.608705953E-9	3.264710457E-6	2.459629928E+3	14.576372281E+3	281.693374687E-3	3.436537323E+0	402.711758965E-6	70.499323206E-6	9.999800000E+0
1.090686178E+3	960.000000000E-9	2.361300172E-3	13.994645000E-3	356.724491621E-9	4.022766890E-6	2.459687680E+3	14.577755208E+3	371.588012105E-3	4.190382177E+0	405.650862550E-6	67.984970789E-6	9.999700000E+0
1.096214296E+3	970.000000000E-9	2.385748745E-3	14.140389333E-3	306.546614296E-9	4.610357854E-6	2.459534789E+3	14.577720962E+3	316.027437418E-3	4.752946241E+0	409.021832740E-6	68.613302290E-6	10.001000000E+0
1.101695181E+3	980.000000000E-9	2.409352770E-3	14.281367000E-3	310.328482940E-9	4.273302970E-6	2.458523235E+3	14.572823469E+3	316.661717286E-3	4.360513235E+0	423.656558574E-6	70.933221101E-6	10.001400000E+0
1.107170529E+3	990.000000000E-9	2.434560427E-3	14.426120333E-3	304.394808977E-9	4.429138223E-6	2.459151946E+3	14.571838721E+3	307.469504017E-3	4.473876993E+0	396.704858369E-6	69.083037811E-6	10.000300000E+0
1.112627736E+3	1.000000000E-6	2.458756454E-3	14.569859000E-3	277.512831918E-9	4.398322055E-6	2.458756454E+3	14.569859000E+3	277.512831918E-3	4.398322055E+0	413.290997640E-6	69.570702386E-6	10.000300000E+0
1.118146710E+3	1.000000000E-6	2.458380452E-3	14.569747000E-3	357.889298701E-9	3.436301289E-6	2.458380452E+3	14.569747000E+3	357.889298701E-3	3.436301289E+0	-0.000000000E+0	-0.000000000E+0	9.999500000E+0
1.123596604E+3	990.000000000E-9	2.434094691E-3	14.423675333E-3	276.716836681E-9	4.804809181E-6	2.458681506E+3	14.569369024E+3	279.511956244E-3	4.853342607E+0	411.763913842E-6	68.459546113E-6	10.000000000E+0
1.129068779E+3	980.000000000E-9	2.409639727E-3	14.282242667E-3	425.070636654E-9	5.036744935E-6	2.458816048E+3	14.573717007E+3	433.745547607E-3	5.139535648E+0	408.914939981E-6	70.705023356E-6	9.999700000E+0
1.134545691E+3	970.000000000E-9	2.384680358E-3	14.135717333E-3	431.361279449E-9	3.574187087E-6	2.458433359E+3	14.572904467E+3	444.702349947E-3	3.684728956E+0	400.651159633E-6	68.247584036E-6	9.999900000E+0
1.140037591E+3	960.000000000E-9	2.359874408E-3	13.989397667E-3	461.628275701E-9	5.349870565E-6	2.458202508E+3	14.572289236E+3	480.862787189E-3	5.572781838E+0	403.129082564E-6	68.343512720E-6	10.000300000E+0
1.145495066E+3	950.000000000E-9	2.335289568E-3	13.844231667E-3	288.257023374E-9	3.970166403E-6	2.458199546E+3	14.572875439E+3	303.428445657E-3	4.179122529E+0	406.754737293E-6	68.886653900E-6	10.000300000E+0
1.150961926E+3	940.000000000E-9	2.310784138E-3	13.700267667E-3	338.763673374E-9	3.410748409E-6	2.458280998E+3	14.574752837E+3	360.386886568E-3	3.628455755E+0	408.072811942E-6	69.461809897E-6	10.001400000E+0
1.156473363E+3	930.000000000E-9	2.286080121E-3	13.558406000E-3	298.852551718E-9	3.666482482E-6	2.458150667E+3	14.578931183E+3	321.346829805E-3	3.942454282E+0	404.792467557E-6	70.491206222E-6	9.999400000E+0
1.161949403E+3	920.000000000E-9	2.261549006E-3	13.412073333E-3	386.168230320E-9	4.147745822E-6	2.458205441E+3	14.578340580E+3	419.748076434E-3	4.508419372E+0	407.645555451E-6	68.337441173E-6	10.000700000E+0
1.167415546E+3	910.000000000E-9	2.236998314E-3	13.267530000E-3	422.735723719E-9	3.657211110E-6	2.458239906E+3	14.579703297E+3	464.544751339E-3	4.018913308E+0	407.320505326E-6	69.183405207E-6	9.999900000E+0
