[Main]
Experiment = "VvsI"
Header length = 59    
Date = "20181207 20:47:44"
Comments = "SD: 3I+ to 1V+; Voltage1: 2I- to 2I+"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = TRUE
Finish temperature (K) = 2.500000E+2
Delay after setting finish temperature (s) = 0.000000E+0
Finish temperature stabiliation (K) = 2.000000E-1
Finish temperature ramp rate (K/min) = 1.000000E+1
Wait for finish temperature to stabilize = TRUE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "09"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 2.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	Temperature (K)
2.031773682E+3	-20.000000000E-9	-2.414470532E-6	2.034270753E-6	16.306765196E-9	5.466070121E-6	120.723526583E+0	-101.713537667E+0	815.338259796E-3	273.303506054E+0	7.032844906E-3	-337.213361755E-6	299.997300000E+0
2.038405681E+3	-30.000000000E-9	-3.842493741E-6	-8.529212667E-6	15.504879510E-9	2.811808557E-6	128.083124689E+0	284.307088889E+0	516.829316987E-3	93.726951906E+0	7.002687307E-3	946.657423731E-6	300.000900000E+0
2.045045980E+3	-40.000000000E-9	-5.276737679E-6	-18.390469867E-6	13.659980493E-9	4.527131052E-6	131.918441967E+0	459.761746667E+0	341.499512325E-3	113.178276288E+0	6.972314636E-3	1.014069484E-3	299.997600000E+0
2.051646060E+3	-50.000000000E-9	-6.699974346E-6	-29.669847667E-6	12.460807548E-9	3.918666507E-6	133.999486920E+0	593.396953333E+0	249.216150957E-3	78.373330143E+0	7.026238313E-3	886.573725724E-6	300.002700000E+0
2.058278768E+3	-60.000000000E-9	-8.137027070E-6	-43.434333333E-6	16.209855673E-9	4.230914839E-6	135.617117839E+0	723.905555556E+0	270.164261224E-3	70.515247315E+0	6.958686923E-3	726.507349578E-6	299.999100000E+0
2.064896488E+3	-70.000000000E-9	-9.533009879E-6	-52.462128667E-6	12.766432032E-9	4.229814993E-6	136.185855410E+0	749.458980952E+0	182.377600463E-3	60.425928473E+0	7.163411999E-3	1.107690154E-3	299.998800000E+0
2.071532761E+3	-80.000000000E-9	-10.951550750E-6	-62.965283333E-6	21.874669615E-9	2.618118911E-6	136.894384375E+0	787.066041667E+0	273.433370190E-3	32.726486394E+0	7.049497270E-3	952.094900757E-6	299.997900000E+0
2.078159515E+3	-90.000000000E-9	-12.343989633E-6	-71.385373000E-6	11.048427055E-9	4.725645028E-6	137.155440370E+0	793.170811111E+0	122.760300615E-3	52.507166981E+0	7.181643747E-3	1.187635809E-3	300.000000000E+0
2.084782805E+3	-100.000000000E-9	-13.803481743E-6	-79.420532667E-6	16.724554740E-9	3.062120860E-6	138.034817433E+0	794.205326667E+0	167.245547395E-3	30.621208602E+0	6.851698568E-3	1.244530341E-3	299.998800000E+0
2.091437388E+3	-110.000000000E-9	-15.235176107E-6	-52.485744000E-6	14.826360745E-9	3.993581609E-6	138.501600970E+0	477.143127273E+0	134.785097681E-3	36.305287356E+0	6.984730999E-3	-371.267067426E-6	300.000200000E+0
2.098059648E+3	-120.000000000E-9	-16.628281520E-6	-56.553991667E-6	12.814157694E-9	3.097634564E-6	138.569012667E+0	471.283263889E+0	106.784647450E-3	25.813621366E+0	7.178207696E-3	2.458060772E-3	300.000200000E+0
2.104703360E+3	-130.000000000E-9	-18.056713940E-6	-62.013203667E-6	16.229974703E-9	4.337608234E-6	138.897799538E+0	477.024643590E+0	124.845959251E-3	33.366217184E+0	7.000681208E-3	1.831766196E-3	299.999500000E+0
2.111322126E+3	-140.000000000E-9	-19.477851953E-6	-68.758724000E-6	17.546924121E-9	4.050608488E-6	139.127513952E+0	491.133742857E+0	125.335172294E-3	28.932917770E+0	7.036614253E-3	1.482465326E-3	299.999000000E+0
2.117946005E+3	-150.000000000E-9	-20.875890833E-6	-75.372554667E-6	16.429108960E-9	3.412987026E-6	139.172605556E+0	502.483697778E+0	109.527393070E-3	22.753246840E+0	7.152876893E-3	1.511983071E-3	299.997800000E+0
2.124580266E+3	-160.000000000E-9	-22.299957400E-6	-80.261225000E-6	17.182842683E-9	3.462583108E-6	139.374733750E+0	501.632656250E+0	107.392766768E-3	21.641144426E+0	7.022143651E-3	2.045545991E-3	299.996000000E+0
2.131195890E+3	-170.000000000E-9	-23.673071160E-6	-86.537427667E-6	16.872309302E-9	4.033539011E-6	139.253359765E+0	509.043692157E+0	99.248878249E-3	23.726700068E+0	7.282717784E-3	1.593320122E-3	300.000200000E+0
2.137829964E+3	-180.000000000E-9	-25.087931890E-6	-93.205295333E-6	15.376516429E-9	3.247192639E-6	139.377399389E+0	517.807196296E+0	85.425091271E-3	18.039959103E+0	7.067833454E-3	1.499729824E-3	300.000800000E+0
2.144460767E+3	-190.000000000E-9	-26.524383557E-6	-97.206016667E-6	16.136478020E-9	3.783044935E-6	139.602018719E+0	511.610614035E+0	84.928831685E-3	19.910762816E+0	6.961598662E-3	2.499549248E-3	300.001300000E+0
2.151067025E+3	-200.000000000E-9	-27.892729377E-6	-103.853626667E-6	14.540747651E-9	4.879207211E-6	139.463646883E+0	519.268133333E+0	72.703738256E-3	24.396036057E+0	7.308094090E-3	1.504300042E-3	300.001500000E+0
2.157679112E+3	-210.000000000E-9	-29.317737183E-6	-110.504630667E-6	15.249927587E-9	5.582715272E-6	139.608272302E+0	526.212526984E+0	72.618702793E-3	26.584358440E+0	7.017505415E-3	1.503532399E-3	300.000900000E+0
2.164313127E+3	-220.000000000E-9	-30.739521197E-6	-117.081283333E-6	11.719103894E-9	4.520312628E-6	139.725096348E+0	532.187651515E+0	53.268654064E-3	20.546875580E+0	7.033417106E-3	1.520530353E-3	299.998200000E+0
2.170935385E+3	-230.000000000E-9	-32.124538957E-6	-123.793066667E-6	16.758869095E-9	4.471694964E-6	139.671908507E+0	538.230724638E+0	72.864648238E-3	19.442152020E+0	7.220124022E-3	1.489916987E-3	299.999400000E+0
2.177546339E+3	-240.000000000E-9	-33.529630140E-6	-130.616243333E-6	12.842199272E-9	5.184500228E-6	139.706792250E+0	544.234347222E+0	53.509163631E-3	21.602084281E+0	7.116975837E-3	1.465593006E-3	299.997900000E+0
2.184191812E+3	-250.000000000E-9	-34.938019580E-6	-136.851980000E-6	14.480566041E-9	4.089585748E-6	139.752078320E+0	547.407920000E+0	57.922264164E-3	16.358342992E+0	7.100308846E-3	1.603659765E-3	300.000300000E+0
2.190819071E+3	-260.000000000E-9	-36.303952163E-6	-141.284886667E-6	16.874982579E-9	4.207695497E-6	139.630585244E+0	543.403410256E+0	64.903779150E-3	16.183444220E+0	7.321005533E-3	2.255856203E-3	300.000600000E+0
2.197473470E+3	-270.000000000E-9	-37.746016660E-6	-148.371313333E-6	11.825020911E-9	3.308640862E-6	139.800061704E+0	549.523382716E+0	43.796373745E-3	12.254225415E+0	6.934502599E-3	1.411148449E-3	299.999100000E+0
2.204084352E+3	-280.000000000E-9	-39.146445217E-6	-153.830523333E-6	15.617942117E-9	3.791534280E-6	139.808732917E+0	549.394726190E+0	55.778364704E-3	13.541193857E+0	7.140671298E-3	1.831766867E-3	300.000300000E+0
2.210701280E+3	-290.000000000E-9	-40.578496523E-6	-162.601680000E-6	14.334771061E-9	4.702180525E-6	139.925850080E+0	560.695448276E+0	49.430245036E-3	16.214415603E+0	6.982990032E-3	1.140100488E-3	299.997800000E+0
2.217318025E+3	-300.000000000E-9	-41.981089773E-6	-171.558550000E-6	14.396531072E-9	5.196060259E-6	139.936965911E+0	571.861833333E+0	47.988436908E-3	17.320200863E+0	7.129650738E-3	1.116461442E-3	299.999300000E+0
2.223930521E+3	-310.000000000E-9	-43.418397570E-6	-175.616653333E-6	11.442662599E-9	3.287495825E-6	140.059347000E+0	566.505333333E+0	36.911814836E-3	10.604825242E+0	6.957451997E-3	2.464205364E-3	300.003400000E+0
2.230553317E+3	-320.000000000E-9	-44.854428893E-6	-181.987380000E-6	14.401038116E-9	3.704777107E-6	140.170090292E+0	568.710562500E+0	45.003244113E-3	11.577428460E+0	6.963636404E-3	1.569679649E-3	300.000800000E+0
2.237159703E+3	-330.000000000E-9	-46.269303303E-6	-189.509376667E-6	16.107892450E-9	3.790023500E-6	140.210010010E+0	574.270838384E+0	48.811795302E-3	11.484919696E+0	7.067765117E-3	1.329434250E-3	299.997800000E+0
2.243765029E+3	-340.000000000E-9	-47.696120493E-6	-193.678973333E-6	15.439447858E-9	3.591274085E-6	140.282707333E+0	569.644039216E+0	45.410140760E-3	10.562570838E+0	7.008606337E-3	2.398313506E-3	299.999000000E+0
2.250389549E+3	-350.000000000E-9	-49.101769643E-6	-200.049760000E-6	15.771313212E-9	2.714261675E-6	140.290770410E+0	571.570742857E+0	45.060894890E-3	7.755033356E+0	7.114150782E-3	1.569664866E-3	300.001300000E+0
2.257028596E+3	-360.000000000E-9	-50.480175997E-6	-204.560363333E-6	14.983865711E-9	3.286982827E-6	140.222711102E+0	568.223231481E+0	41.621849198E-3	9.130507853E+0	7.254754722E-3	2.216998317E-3	299.998700000E+0
2.263653074E+3	-370.000000000E-9	-51.883300313E-6	-215.860226667E-6	14.676258359E-9	4.209911245E-6	140.225135982E+0	583.406018018E+0	39.665563131E-3	11.378138500E+0	7.126952246E-3	884.966455347E-6	300.000500000E+0
2.270295070E+3	-380.000000000E-9	-53.279461237E-6	-220.772483333E-6	16.706738705E-9	4.193615354E-6	140.209108518E+0	580.980219298E+0	43.965101854E-3	11.035829879E+0	7.162498128E-3	2.035724246E-3	299.996700000E+0
2.276929437E+3	-390.000000000E-9	-54.680428707E-6	-228.325043333E-6	18.568097134E-9	2.903213999E-6	140.206227453E+0	585.448829060E+0	47.610505471E-3	7.444138460E+0	7.137924480E-3	1.324054360E-3	300.000600000E+0
2.283562478E+3	-400.000000000E-9	-56.101583127E-6	-235.228980000E-6	14.957342297E-9	5.240856818E-6	140.253957817E+0	588.072450000E+0	37.393355743E-3	13.102142045E+0	7.036533018E-3	1.448448977E-3	300.004200000E+0
2.290179786E+3	-410.000000000E-9	-57.509203260E-6	-241.768720000E-6	16.734391034E-9	3.234640244E-6	140.266349415E+0	589.679804878E+0	40.815587889E-3	7.889366448E+0	7.104189378E-3	1.529112778E-3	300.002100000E+0
2.296809231E+3	-420.000000000E-9	-58.943389200E-6	-244.763183333E-6	12.739086471E-9	4.545960317E-6	140.341402857E+0	582.769484127E+0	30.331158264E-3	10.823715040E+0	6.972596594E-3	3.339496560E-3	299.998800000E+0
2.303466378E+3	-430.000000000E-9	-60.363265480E-6	-251.059836667E-6	15.818324358E-9	4.030606320E-6	140.379687163E+0	583.860085271E+0	36.786800833E-3	9.373503069E+0	7.042867143E-3	1.588145237E-3	299.999700000E+0
2.310077565E+3	-440.000000000E-9	-61.817782337E-6	-258.905873333E-6	16.118696741E-9	3.730098363E-6	140.494959856E+0	588.422439394E+0	36.633401684E-3	8.477496279E+0	6.875135172E-3	1.274528839E-3	300.000000000E+0
2.316688407E+3	-450.000000000E-9	-63.169098983E-6	-267.744670000E-6	14.633198321E-9	3.424613589E-6	140.375775519E+0	594.988155556E+0	32.518218491E-3	7.610252421E+0	7.400190048E-3	1.131375726E-3	299.999400000E+0
2.323323251E+3	-460.000000000E-9	-64.586560953E-6	-273.473913333E-6	15.444064105E-9	3.379342435E-6	140.405567290E+0	594.508507246E+0	33.574052402E-3	7.346396598E+0	7.054862996E-3	1.745431188E-3	300.000300000E+0
2.329956010E+3	-470.000000000E-9	-66.017113070E-6	-279.962850000E-6	20.183958029E-9	3.631416986E-6	140.461942702E+0	595.665638298E+0	42.944591551E-3	7.726419118E+0	6.990308066E-3	1.541084543E-3	299.996100000E+0
2.336552680E+3	-480.000000000E-9	-67.382248127E-6	-285.685556667E-6	11.612350503E-9	4.215212188E-6	140.379683597E+0	595.178243056E+0	24.192396881E-3	8.781692059E+0	7.325282543E-3	1.747424878E-3	299.998500000E+0
2.343187777E+3	-490.000000000E-9	-68.770387917E-6	-289.284533333E-6	16.556340328E-9	4.650567708E-6	140.347730442E+0	590.376598639E+0	33.788449648E-3	9.490954505E+0	7.203885424E-3	2.778567611E-3	300.001800000E+0
2.349806427E+3	-500.000000000E-9	-70.218382527E-6	-297.242156667E-6	23.260569919E-9	3.152330513E-6	140.436765053E+0	594.484313333E+0	46.521139839E-3	6.304661026E+0	6.906103055E-3	1.256656615E-3	299.999400000E+0
2.356412150E+3	-510.000000000E-9	-71.628013270E-6	-304.466933333E-6	14.022799498E-9	4.109081745E-6	140.447084843E+0	596.993986928E+0	27.495685290E-3	8.057023029E+0	7.094056403E-3	1.384125830E-3	300.000600000E+0
2.363035751E+3	-520.000000000E-9	-73.031157513E-6	-310.743260000E-6	13.694721098E-9	6.027889236E-6	140.444533679E+0	597.583192308E+0	26.336002111E-3	11.592094684E+0	7.126851033E-3	1.593288643E-3	300.002100000E+0
2.369647255E+3	-530.000000000E-9	-74.474366807E-6	-317.971576667E-6	13.393539287E-9	5.835241311E-6	140.517673220E+0	599.946371069E+0	25.270828843E-3	11.009889266E+0	6.929001945E-3	1.383447967E-3	300.001200000E+0
2.376297951E+3	-540.000000000E-9	-75.838894067E-6	-326.357553333E-6	15.424020554E-9	4.183322534E-6	140.442396420E+0	604.365839506E+0	28.563001025E-3	7.746893581E+0	7.328545419E-3	1.192466948E-3	300.000300000E+0
2.382938868E+3	-550.000000000E-9	-77.292745097E-6	-330.959430000E-6	20.285793609E-9	4.309174659E-6	140.532263812E+0	601.744418182E+0	36.883261107E-3	7.834863016E+0	6.878283809E-3	2.173026512E-3	299.999100000E+0
2.389572368E+3	-560.000000000E-9	-78.721326890E-6	-335.179366667E-6	13.030308646E-9	5.138587751E-6	140.573798018E+0	598.534583333E+0	23.268408296E-3	9.176049555E+0	6.999949213E-3	2.369703811E-3	300.001800000E+0
2.396226743E+3	-570.000000000E-9	-80.091683293E-6	-340.473173333E-6	15.227350444E-9	6.193393338E-6	140.511725076E+0	597.321356725E+0	26.714649901E-3	10.865602348E+0	7.297371673E-3	1.888999850E-3	300.000300000E+0
2.402849128E+3	-580.000000000E-9	-81.513522177E-6	-348.592676667E-6	19.706333741E-9	4.164395189E-6	140.540555477E+0	601.021856322E+0	33.976437484E-3	7.179991706E+0	7.033145680E-3	1.231602426E-3	299.999100000E+0
2.409486440E+3	-590.000000000E-9	-82.907098977E-6	-352.745486667E-6	17.355443165E-9	3.350088961E-6	140.520506740E+0	597.873706215E+0	29.416005364E-3	5.678116884E+0	7.175779620E-3	2.408008072E-3	299.998200000E+0
2.416103028E+3	-600.000000000E-9	-84.291466907E-6	-359.180306667E-6	13.160417943E-9	3.422071053E-6	140.485778178E+0	598.633844444E+0	21.934029905E-3	5.703451755E+0	7.223513188E-3	1.554045024E-3	300.001200000E+0
2.422700348E+3	-610.000000000E-9	-85.727490223E-6	-364.193773333E-6	14.112826249E-9	3.791040679E-6	140.536869219E+0	597.038972678E+0	23.135780737E-3	6.214820785E+0	6.963675230E-3	1.994627802E-3	299.999700000E+0
2.429338815E+3	-620.000000000E-9	-87.081563993E-6	-372.202446667E-6	12.883277211E-9	2.603316751E-6	140.454135473E+0	600.326526882E+0	20.779479372E-3	4.198897985E+0	7.385122009E-3	1.248646259E-3	300.002100000E+0
2.435979518E+3	-630.000000000E-9	-88.554500227E-6	-379.508296667E-6	13.965237004E-9	3.862893481E-6	140.562698772E+0	602.394121693E+0	22.167042863E-3	6.131576954E+0	6.789160164E-3	1.368766126E-3	299.999700000E+0
2.442586299E+3	-640.000000000E-9	-90.012863093E-6	-386.280763333E-6	19.162938070E-9	3.764517044E-6	140.645098583E+0	603.563692708E+0	29.942090734E-3	5.882057882E+0	6.857003993E-3	1.476566884E-3	300.000000000E+0
2.449199245E+3	-650.000000000E-9	-91.342118267E-6	-393.262353333E-6	16.782047799E-9	4.328515767E-6	140.526335795E+0	605.019005128E+0	25.818535075E-3	6.659255027E+0	7.523010029E-3	1.432338479E-3	299.994700000E+0
2.455793321E+3	-660.000000000E-9	-92.744676450E-6	-399.322553333E-6	15.602885963E-9	4.098489199E-6	140.522237045E+0	605.034171717E+0	23.640736307E-3	6.209832120E+0	7.129828993E-3	1.650110557E-3	299.996700000E+0
2.462389178E+3	-670.000000000E-9	-94.201384957E-6	-406.098413333E-6	14.940438567E-9	4.986722916E-6	140.599082025E+0	606.117034826E+0	22.299162041E-3	7.442870023E+0	6.864791380E-3	1.475827423E-3	300.000300000E+0
2.468998086E+3	-680.000000000E-9	-95.571626267E-6	-411.037686667E-6	13.438563397E-9	3.424795149E-6	140.546509216E+0	604.467186275E+0	19.762593231E-3	5.036463455E+0	7.297984616E-3	2.024589312E-3	299.999700000E+0
2.475634452E+3	-690.000000000E-9	-96.980333530E-6	-417.648233333E-6	22.093897690E-9	3.596522292E-6	140.551208014E+0	605.287294686E+0	32.020141580E-3	5.212351148E+0	7.098706921E-3	1.512734196E-3	300.005400000E+0
2.482252599E+3	-700.000000000E-9	-98.463234703E-6	-424.751530000E-6	15.903653888E-9	3.826351414E-6	140.661763862E+0	606.787900000E+0	22.719505554E-3	5.466216306E+0	6.743537722E-3	1.407797037E-3	300.002400000E+0
2.488876076E+3	-710.000000000E-9	-99.833341207E-6	-427.175473333E-6	18.879012963E-9	2.994314530E-6	140.610339728E+0	601.655596244E+0	26.590159103E-3	4.217344408E+0	7.298702674E-3	4.125508985E-3	299.998800000E+0
2.495424952E+3	-720.000000000E-9	-101.257644267E-6	-435.474183333E-6	15.839897616E-9	3.786127613E-6	140.635617037E+0	604.825254630E+0	21.999857800E-3	5.258510574E+0	7.020977684E-3	1.205006561E-3	299.999100000E+0
2.502062221E+3	-730.000000000E-9	-102.707140667E-6	-441.443133333E-6	15.127293587E-9	4.519940624E-6	140.694713242E+0	604.716621005E+0	20.722319982E-3	6.191699485E+0	6.898947800E-3	1.675336533E-3	299.998200000E+0
2.508634615E+3	-740.000000000E-9	-104.093151067E-6	-450.298836667E-6	19.305495203E-9	3.865700701E-6	140.666420360E+0	608.511941441E+0	26.088507031E-3	5.223919866E+0	7.214953077E-3	1.129215786E-3	299.999100000E+0
2.515227252E+3	-750.000000000E-9	-105.475759600E-6	-455.855873333E-6	14.211943286E-9	3.422241574E-6	140.634346133E+0	607.807831111E+0	18.949257715E-3	4.562988766E+0	7.232705252E-3	1.799520248E-3	300.007600000E+0
2.521848863E+3	-760.000000000E-9	-106.920632733E-6	-461.875766667E-6	17.889647220E-9	3.553259838E-6	140.685043070E+0	607.731271930E+0	23.539009500E-3	4.675341892E+0	6.921022870E-3	1.661159002E-3	299.999900000E+0
2.528450326E+3	-770.000000000E-9	-108.320333033E-6	-468.715530000E-6	16.013794697E-9	3.615001868E-6	140.675757186E+0	608.721467532E+0	20.797135970E-3	4.694807621E+0	7.144386552E-3	1.462038891E-3	299.996300000E+0
2.535035964E+3	-780.000000000E-9	-109.780779200E-6	-477.716300000E-6	16.229050242E-9	2.746667363E-6	140.744588718E+0	612.456794872E+0	20.806474669E-3	3.521368414E+0	6.847222601E-3	1.111016058E-3	299.994800000E+0
2.541649283E+3	-790.000000000E-9	-111.213629300E-6	-482.898930000E-6	16.185092916E-9	4.128684165E-6	140.776745949E+0	611.264468354E+0	20.487459387E-3	5.226182487E+0	6.979097116E-3	1.929522270E-3	299.999900000E+0
2.548241104E+3	-800.000000000E-9	-112.613926033E-6	-490.478426667E-6	16.670544176E-9	3.247582231E-6	140.767407542E+0	613.098033333E+0	20.838180220E-3	4.059477789E+0	7.141343518E-3	1.319348822E-3	299.998700000E+0
2.554844323E+3	-810.000000000E-9	-113.967659933E-6	-497.324953333E-6	19.752975219E-9	3.563313559E-6	140.700814733E+0	613.981423868E+0	24.386389159E-3	4.399152542E+0	7.386976126E-3	1.460594618E-3	300.000200000E+0
2.561436602E+3	-820.000000000E-9	-115.389543567E-6	-505.596453333E-6	14.496928385E-9	4.440651444E-6	140.718955569E+0	616.581040650E+0	17.679180957E-3	5.415428590E+0	7.032924330E-3	1.208970562E-3	300.002000000E+0
2.567974375E+3	-830.000000000E-9	-116.755885433E-6	-514.468763333E-6	20.102178037E-9	4.962680187E-6	140.669741486E+0	619.841883534E+0	24.219491611E-3	5.979132755E+0	7.318812549E-3	1.127102186E-3	300.001700000E+0
2.574573707E+3	-840.000000000E-9	-118.144710200E-6	-517.767203333E-6	12.946163395E-9	4.631299195E-6	140.648464524E+0	616.389527778E+0	15.412099280E-3	5.513451423E+0	7.200332425E-3	3.031736215E-3	300.001300000E+0
2.581149431E+3	-850.000000000E-9	-119.585022167E-6	-525.491880000E-6	18.243459463E-9	5.151136287E-6	140.688261373E+0	618.225741176E+0	21.462893486E-3	6.060160337E+0	6.942940301E-3	1.294552566E-3	300.000800000E+0
2.587736444E+3	-860.000000000E-9	-121.039061833E-6	-533.401773333E-6	14.311970486E-9	3.288873690E-6	140.743095155E+0	620.234620155E+0	16.641826146E-3	3.824271733E+0	6.877391470E-3	1.264239551E-3	300.000200000E+0
2.594364051E+3	-870.000000000E-9	-122.422373833E-6	-536.636346667E-6	15.463036467E-9	4.454852604E-6	140.715372222E+0	616.823386973E+0	17.773605134E-3	5.120520234E+0	7.229027146E-3	3.091597861E-3	300.000400000E+0
2.600987114E+3	-880.000000000E-9	-123.843462600E-6	-541.497983333E-6	18.850488750E-9	3.494836259E-6	140.731207500E+0	615.338617424E+0	21.421009943E-3	3.971404839E+0	7.036858101E-3	2.056920475E-3	299.999300000E+0
2.607598548E+3	-890.000000000E-9	-125.294353100E-6	-549.627790000E-6	17.149282670E-9	3.877756583E-6	140.780172022E+0	617.559314607E+0	19.268856933E-3	4.357029869E+0	6.892318890E-3	1.230041551E-3	300.003100000E+0
2.614200272E+3	-900.000000000E-9	-126.618684633E-6	-556.224683333E-6	18.152680743E-9	3.775093726E-6	140.687427370E+0	618.027425926E+0	20.169645270E-3	4.194548584E+0	7.550979304E-3	1.515865044E-3	300.001300000E+0
2.620811743E+3	-910.000000000E-9	-128.068297233E-6	-561.133433333E-6	14.069954275E-9	4.020698049E-6	140.734392564E+0	616.630146520E+0	15.461488214E-3	4.418349504E+0	6.898394785E-3	2.037178508E-3	299.998700000E+0
2.627413771E+3	-920.000000000E-9	-129.516875000E-6	-565.107246667E-6	16.665901552E-9	2.703417700E-6	140.779211957E+0	614.247007246E+0	18.115110383E-3	2.938497500E+0	6.903322852E-3	2.516474520E-3	299.998000000E+0
2.634049256E+3	-930.000000000E-9	-130.906542533E-6	-571.663593333E-6	14.394278127E-9	4.005670892E-6	140.759723154E+0	614.692035842E+0	15.477718417E-3	4.307173002E+0	7.195965769E-3	1.525239666E-3	300.001700000E+0
2.640675967E+3	-940.000000000E-9	-132.325635600E-6	-580.580283333E-6	15.798087640E-9	3.513133561E-6	140.771952766E+0	617.638599291E+0	16.806476213E-3	3.737376129E+0	7.046754180E-3	1.121492392E-3	300.001300000E+0
2.647275774E+3	-950.000000000E-9	-133.719111300E-6	-586.528686667E-6	16.559256866E-9	3.901032414E-6	140.756959263E+0	617.398617544E+0	17.430796701E-3	4.106349909E+0	7.176300240E-3	1.681123394E-3	299.995700000E+0
2.653871764E+3	-960.000000000E-9	-135.070457233E-6	-591.353346667E-6	12.046895836E-9	4.278383271E-6	140.698392951E+0	615.993069444E+0	12.548849829E-3	4.456649241E+0	7.400029669E-3	2.072684915E-3	300.000200000E+0
2.660465608E+3	-970.000000000E-9	-136.515849433E-6	-596.309230000E-6	14.382473490E-9	4.025184833E-6	140.737989107E+0	614.751783505E+0	14.827292258E-3	4.149675086E+0	6.918537405E-3	2.017803755E-3	300.002000000E+0
2.667062903E+3	-980.000000000E-9	-137.925381000E-6	-606.414010000E-6	15.312169564E-9	3.646889157E-6	140.740184694E+0	618.789806122E+0	15.624662820E-3	3.721315467E+0	7.094555551E-3	989.630650049E-6	300.001300000E+0
2.673687299E+3	-990.000000000E-9	-139.331049567E-6	-612.207480000E-6	21.825357259E-9	3.924906328E-6	140.738433906E+0	618.391393939E+0	22.045815413E-3	3.964551846E+0	7.114052514E-3	1.726081260E-3	300.003100000E+0
2.680277210E+3	-1.000000000E-6	-140.765274633E-6	-619.736186667E-6	15.341258260E-9	4.273669825E-6	140.765274633E+0	619.736186667E+0	15.341258260E-3	4.273669825E+0	6.972406376E-3	1.328249385E-3	300.003100000E+0
