[Main]
Experiment = ""
Header length = 58    
Date = "20181213 13:05:50"
Comments = "SD: 3I- to 2I+; voltage1: 1V+ to 1I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	Magnetic Field (T)	Temperature (K)
1.570065753E+3	220.000000000E-9	21.204340967E-6	317.684960000E-6	47.560684197E-9	3.400829594E-6	96.383368030E+0	1.444022545E+3	216.184928167E-3	15.458316337E+0	9.879053026E-3	704.422623519E-6	-4.353326932E-6	299.992200000E+0
1.575586923E+3	210.000000000E-9	20.229506910E-6	305.156616667E-6	44.934433530E-9	3.488242288E-6	96.330985286E+0	1.453126746E+3	213.973492998E-3	16.610677563E+0	10.258156177E-3	798.190130485E-6	-4.353326932E-6	299.997300000E+0
1.581144084E+3	200.000000000E-9	19.260993470E-6	291.385940000E-6	41.350970113E-9	3.801853783E-6	96.304967350E+0	1.456929700E+3	206.754850565E-3	19.009268915E+0	10.325101942E-3	726.180727502E-6	-4.353326932E-6	300.000500000E+0
1.586642730E+3	190.000000000E-9	18.278800027E-6	274.833440000E-6	44.992903599E-9	3.328284678E-6	96.204210667E+0	1.446491789E+3	236.804755784E-3	17.517287779E+0	10.181293785E-3	604.138347682E-6	-4.353326932E-6	300.004400000E+0
1.592166999E+3	180.000000000E-9	17.308185480E-6	262.555023333E-6	46.654818310E-9	2.974462967E-6	96.156586000E+0	1.458639019E+3	259.193435056E-3	16.524794263E+0	10.302751009E-3	814.437257790E-6	-4.353326932E-6	300.003200000E+0
1.597716390E+3	170.000000000E-9	16.337416197E-6	250.016800000E-6	40.918179811E-9	3.727334345E-6	96.102448216E+0	1.470687059E+3	240.695175362E-3	21.925496146E+0	10.301108792E-3	797.561164301E-6	-4.353326932E-6	300.003200000E+0
1.603262292E+3	160.000000000E-9	15.349810307E-6	236.968783333E-6	41.863616463E-9	3.531003687E-6	95.936314417E+0	1.481054896E+3	261.647602894E-3	22.068773045E+0	10.125496518E-3	766.400002044E-6	-4.353326932E-6	300.003500000E+0
1.608781108E+3	150.000000000E-9	14.323196313E-6	223.539000000E-6	38.921064924E-9	4.126194487E-6	95.487975422E+0	1.490260000E+3	259.473766160E-3	27.507963248E+0	9.740759492E-3	744.613651002E-6	-4.353326932E-6	300.002600000E+0
1.614337137E+3	140.000000000E-9	13.301517910E-6	210.051933333E-6	45.115637464E-9	4.277642970E-6	95.010842214E+0	1.500370952E+3	322.254553316E-3	30.554592642E+0	9.787815782E-3	741.451069172E-6	-4.353326932E-6	300.000800000E+0
1.619877017E+3	130.000000000E-9	12.285912020E-6	195.180966667E-6	50.933516323E-9	3.558480609E-6	94.507015538E+0	1.501392051E+3	391.796279411E-3	27.372927762E+0	9.846339115E-3	672.451241681E-6	-4.353326932E-6	299.999400000E+0
1.625493683E+3	120.000000000E-9	11.262594163E-6	184.107673333E-6	61.127392490E-9	3.135332502E-6	93.854951361E+0	1.534230611E+3	509.394937419E-3	26.127770853E+0	9.772134762E-3	903.073701651E-6	-4.353326932E-6	299.997900000E+0
1.631042551E+3	110.000000000E-9	10.298689843E-6	171.461336667E-6	45.585690097E-9	2.736507492E-6	93.624453121E+0	1.558739424E+3	414.415364515E-3	24.877340837E+0	10.374473682E-3	790.742826447E-6	-4.353326932E-6	299.997300000E+0
1.636578697E+3	100.000000000E-9	9.341257523E-6	196.436833333E-6	41.517558553E-9	2.760447379E-6	93.412575230E+0	1.964368333E+3	415.175585534E-3	27.604473787E+0	10.444602493E-3	-400.392437975E-6	-4.353326932E-6	300.001100000E+0
1.642117355E+3	90.000000000E-9	8.379718563E-6	176.697376667E-6	44.929382124E-9	3.727932248E-6	93.107984030E+0	1.963304185E+3	499.215356929E-3	41.421469419E+0	10.399994605E-3	506.599556860E-6	-4.353326932E-6	299.999900000E+0
1.647678388E+3	80.000000000E-9	7.389084990E-6	161.903803333E-6	47.624201377E-9	3.851321720E-6	92.363562371E+0	2.023797542E+3	595.302517207E-3	48.141521497E+0	10.094549864E-3	675.969204646E-6	-4.353326932E-6	300.001400000E+0
1.653216593E+3	70.000000000E-9	6.413919085E-6	144.855190000E-6	44.911129985E-9	4.205183126E-6	91.627415495E+0	2.069359857E+3	641.587571210E-3	60.074044663E+0	10.254665333E-3	586.557968351E-6	-4.353326932E-6	300.003800000E+0
1.658725088E+3	60.000000000E-9	5.422388282E-6	127.907676667E-6	52.690316518E-9	3.544363216E-6	90.373138033E+0	2.131794611E+3	878.171941961E-3	59.072720263E+0	10.085415373E-3	590.057066386E-6	-4.353326932E-6	300.002600000E+0
1.664272749E+3	50.000000000E-9	4.487320588E-6	108.350553333E-6	37.254776657E-9	3.873324981E-6	89.746411760E+0	2.167011067E+3	745.095533145E-3	77.466499612E+0	10.694412890E-3	511.322643395E-6	-4.353326932E-6	300.002000000E+0
1.669847800E+3	40.000000000E-9	3.503015044E-6	94.188361667E-6	52.060650405E-9	3.056399735E-6	87.575376108E+0	2.354709042E+3	1.301516260E+0	76.409993386E+0	10.159446997E-3	706.105399176E-6	-4.353326932E-6	299.999600000E+0
1.675399830E+3	30.000000000E-9	2.526183348E-6	78.787059000E-6	52.135039885E-9	3.751557062E-6	84.206111611E+0	2.626235300E+3	1.737834663E+0	125.051902077E+0	10.237178053E-3	649.295726240E-6	-4.353326932E-6	300.000200000E+0
1.680944016E+3	20.000000000E-9	1.543300477E-6	59.567596000E-6	64.889249283E-9	4.513269487E-6	77.165023850E+0	2.978379800E+3	3.244462464E+0	225.663474375E+0	10.174152274E-3	520.305900326E-6	-4.353326932E-6	300.000200000E+0
1.686449498E+3	10.000000000E-9	606.134980200E-9	76.477865667E-6	46.825811192E-9	3.587960083E-6	60.613498020E+0	7.647786567E+3	4.682581119E+0	358.796008278E+0	10.670473928E-3	-591.356625123E-6	-4.353326932E-6	299.997600000E+0
1.692022679E+3	486.382200181E-24	-344.722152333E-9	4.413326067E-3	37.134876429E-9	499.672853895E-9	NaN	NaN	NaN	NaN	10.516827037E-3	-2.305822002E-6	-4.353326932E-6	300.002900000E+0
1.711640994E+3	-10.000000000E-9	-1.308358342E-6	-31.756268000E-6	44.071740585E-9	4.536269378E-6	130.835834200E+0	3.175626800E+3	4.407174059E+0	453.626937811E+0	10.377360364E-3	2.249677114E-6	-4.353326932E-6	300.002300000E+0
1.717234131E+3	-20.000000000E-9	-2.268927116E-6	-13.518974400E-6	55.027755821E-9	2.786457769E-6	113.446355800E+0	675.948720000E+0	2.751387791E+0	139.322888453E+0	10.410498728E-3	-548.326973252E-6	-4.353326932E-6	300.002300000E+0
1.722789621E+3	-30.000000000E-9	-3.266423236E-6	-28.778532667E-6	38.742380932E-9	2.912183698E-6	108.880774544E+0	959.284422222E+0	1.291412698E+0	97.072789932E+0	10.025101648E-3	655.326964598E-6	-4.353326932E-6	300.002900000E+0
1.728321607E+3	-40.000000000E-9	-4.257382742E-6	-47.168256333E-6	47.584391245E-9	2.684507284E-6	106.434568542E+0	1.179206408E+3	1.189609781E+0	67.112682105E+0	10.091229708E-3	543.781961125E-6	-4.353326932E-6	299.999900000E+0
1.733899627E+3	-50.000000000E-9	-5.279756353E-6	-63.927348333E-6	37.372342353E-9	4.522666155E-6	105.595127060E+0	1.278546967E+3	747.446847068E-3	90.453323099E+0	9.781160125E-3	596.691037915E-6	-4.353326932E-6	299.999900000E+0
1.739464283E+3	-60.000000000E-9	-6.296425409E-6	-78.984815333E-6	37.404589970E-9	3.602745569E-6	104.940423478E+0	1.316413589E+3	623.409832832E-3	60.045759490E+0	9.836042461E-3	664.122325488E-6	-4.353326932E-6	299.999900000E+0
1.745063754E+3	-70.000000000E-9	-7.252701245E-6	-98.546083333E-6	55.096425912E-9	3.810622519E-6	103.610017781E+0	1.407801190E+3	787.091798737E-3	54.437464557E+0	10.457233806E-3	511.214303694E-6	-4.353326932E-6	299.999000000E+0
1.750652783E+3	-80.000000000E-9	-8.198834708E-6	-115.028343333E-6	35.740691226E-9	2.981405485E-6	102.485433854E+0	1.437854292E+3	446.758640326E-3	37.267568558E+0	10.569333381E-3	606.712914370E-6	-4.353326932E-6	300.013000000E+0
1.756219572E+3	-90.000000000E-9	-9.174122214E-6	-130.740760000E-6	49.755641647E-9	3.401513912E-6	101.934691267E+0	1.452675111E+3	552.840462748E-3	37.794599024E+0	10.253386762E-3	636.439334072E-6	-4.353326932E-6	300.003200000E+0
1.761776986E+3	-100.000000000E-9	-10.135753417E-6	-146.517436667E-6	38.916700307E-9	3.318469816E-6	101.357534167E+0	1.465174367E+3	389.167003075E-3	33.184698163E+0	10.398997009E-3	633.847052284E-6	-4.353326932E-6	299.999700000E+0
1.767314153E+3	-110.000000000E-9	-11.121031747E-6	-125.271576667E-6	39.217162377E-9	3.736276986E-6	101.100288606E+0	1.138832515E+3	356.519657974E-3	33.966154416E+0	10.149416358E-3	-470.679934820E-6	-4.353326932E-6	299.996400000E+0
1.772847257E+3	-120.000000000E-9	-12.665726163E-6	-137.202740000E-6	262.401263805E-9	4.229712898E-6	105.547718028E+0	1.143356167E+3	2.186677198E+0	35.247607482E+0	6.473772348E-3	838.141237415E-6	-4.353326932E-6	299.994000000E+0
1.778387958E+3	-130.000000000E-9	-13.879956133E-6	-149.336490000E-6	130.958187501E-9	4.661938917E-6	106.768893333E+0	1.148742231E+3	1.007370673E+0	35.861068591E+0	8.235672193E-3	824.147522407E-6	-4.353326932E-6	299.994000000E+0
1.783927234E+3	-140.000000000E-9	-14.040056743E-6	-161.190050000E-6	51.449282929E-9	3.580018807E-6	100.286119595E+0	1.151357500E+3	367.494878062E-3	25.571562909E+0	62.460723916E-3	843.628412055E-6	-4.353326932E-6	299.995500000E+0
1.789464842E+3	-150.000000000E-9	-14.819003743E-6	-177.098340000E-6	28.690953835E-9	3.058591367E-6	98.793358289E+0	1.180655600E+3	191.273025566E-3	20.390609110E+0	12.837843910E-3	628.603074246E-6	-4.353326932E-6	299.999400000E+0
1.795004280E+3	-160.000000000E-9	-15.721338843E-6	-188.209256667E-6	51.658803717E-9	3.073723929E-6	98.258367771E+0	1.176307854E+3	322.867523231E-3	19.210774558E+0	11.082357319E-3	900.015750276E-6	-4.353326932E-6	299.999400000E+0
1.800576160E+3	-170.000000000E-9	-16.720844493E-6	-202.155870000E-6	53.687248670E-9	3.787721696E-6	98.357908784E+0	1.189152176E+3	315.807345120E-3	22.280715861E+0	10.004945945E-3	717.019950363E-6	-4.353326932E-6	300.004400000E+0
1.806135885E+3	-180.000000000E-9	-17.717297807E-6	-216.099226667E-6	47.873228073E-9	4.001478426E-6	98.429432259E+0	1.200551259E+3	265.962378186E-3	22.230435702E+0	10.035593104E-3	717.187420437E-6	-4.353326932E-6	299.999100000E+0
1.811674108E+3	-190.000000000E-9	-18.713147607E-6	-228.763130000E-6	45.217887535E-9	3.197476381E-6	98.490250561E+0	1.204016474E+3	237.988881764E-3	16.828823060E+0	10.041674959E-3	789.645951709E-6	-4.353326932E-6	299.992300000E+0
1.817224217E+3	-200.000000000E-9	-19.716319913E-6	-241.329030000E-6	42.329540677E-9	3.997994098E-6	98.581599567E+0	1.206645150E+3	211.647703386E-3	19.989970489E+0	9.968377250E-3	795.804518578E-6	-4.353326932E-6	299.998300000E+0
1.822750594E+3	-210.000000000E-9	-20.696007137E-6	-255.350093333E-6	46.435466181E-9	3.268439000E-6	98.552414937E+0	1.215952825E+3	221.121267530E-3	15.563995238E+0	10.207339406E-3	713.212668844E-6	-4.353326932E-6	300.005100000E+0
1.828313476E+3	-220.000000000E-9	-21.642035470E-6	-269.685160000E-6	54.539243836E-9	3.748126773E-6	98.372888500E+0	1.225841636E+3	247.905653802E-3	17.036939877E+0	10.570507931E-3	697.590058877E-6	-4.353326932E-6	300.004200000E+0
1.833872125E+3	-230.000000000E-9	-22.608299967E-6	-283.959276667E-6	40.854410634E-9	3.086053871E-6	98.296956377E+0	1.234605551E+3	177.627872322E-3	13.417625524E+0	10.349133218E-3	700.568745060E-6	-4.353326932E-6	300.003600000E+0
1.839390421E+3	-240.000000000E-9	-23.613370993E-6	-295.171286667E-6	48.288871056E-9	4.142431070E-6	98.389045806E+0	1.229880361E+3	201.203629399E-3	17.260129459E+0	9.949545589E-3	891.900738583E-6	-4.353326932E-6	300.002200000E+0
1.844895649E+3	-250.000000000E-9	-24.638769250E-6	-309.364550000E-6	58.298836664E-9	3.764933754E-6	98.555077000E+0	1.237458200E+3	233.195346657E-3	15.059735015E+0	9.752308369E-3	704.559604451E-6	-4.353326932E-6	300.001600000E+0
1.850407426E+3	-260.000000000E-9	-25.626616040E-6	-323.274270000E-6	42.500369963E-9	3.454003684E-6	98.563907846E+0	1.243362577E+3	163.462961396E-3	13.284629556E+0	10.123027276E-3	718.921732429E-6	-4.353326932E-6	299.998600000E+0
1.855948608E+3	-270.000000000E-9	-26.761137683E-6	-337.180390000E-6	64.706341241E-9	2.973113499E-6	99.115324753E+0	1.248816259E+3	239.653115706E-3	11.011531479E+0	8.814287553E-3	719.107846042E-6	-4.353326932E-6	300.000400000E+0
1.861511531E+3	-280.000000000E-9	-27.649842433E-6	-349.051006667E-6	61.308742411E-9	2.845949014E-6	98.749437262E+0	1.246610738E+3	218.959794325E-3	10.164103621E+0	11.252330991E-3	842.416218197E-6	-4.353326932E-6	299.999800000E+0
1.867042560E+3	-290.000000000E-9	-28.600494423E-6	-361.458286667E-6	62.529417210E-9	4.089324900E-6	98.622394563E+0	1.246407885E+3	215.618680034E-3	14.101120345E+0	10.519096478E-3	805.978425569E-6	-4.353326932E-6	300.000100000E+0
1.872570016E+3	-300.000000000E-9	-29.579377537E-6	-375.114623333E-6	56.016658448E-9	3.883836704E-6	98.597925122E+0	1.250382078E+3	186.722194828E-3	12.946122348E+0	10.215724292E-3	732.260799077E-6	-4.353326932E-6	300.009600000E+0
1.878100562E+3	-310.000000000E-9	-30.585148373E-6	-389.422686667E-6	48.089962198E-9	2.212639569E-6	98.661768946E+0	1.256202215E+3	155.128910318E-3	7.137546996E+0	9.942622748E-3	698.906607207E-6	-4.353326932E-6	300.003100000E+0
1.883619163E+3	-320.000000000E-9	-31.685836170E-6	-399.939173333E-6	47.786573821E-9	4.227996605E-6	99.018238031E+0	1.249809917E+3	149.333043192E-3	13.212489391E+0	9.085228373E-3	950.887907432E-6	-4.353326932E-6	299.997700000E+0
1.889184928E+3	-330.000000000E-9	-32.641300357E-6	-415.246500000E-6	48.527912667E-9	3.959811715E-6	98.913031384E+0	1.258322727E+3	147.054280809E-3	11.999429439E+0	10.466117035E-3	653.281936014E-6	-4.353326932E-6	299.992100000E+0
1.894740044E+3	-340.000000000E-9	-33.675591590E-6	-425.702820000E-6	48.612611983E-9	3.253546969E-6	99.045857618E+0	1.252067118E+3	142.978270538E-3	9.569255792E+0	9.668456695E-3	956.359407516E-6	-4.353326932E-6	299.988300000E+0
1.900290849E+3	-350.000000000E-9	-34.596124503E-6	-439.062000000E-6	45.644200882E-9	3.067681851E-6	98.846070010E+0	1.254462857E+3	130.412002521E-3	8.764805288E+0	10.863272627E-3	748.548937884E-6	-4.353326932E-6	299.993300000E+0
1.905819312E+3	-360.000000000E-9	-35.565828240E-6	-450.570843333E-6	53.478875936E-9	3.741445370E-6	98.793967333E+0	1.251585676E+3	148.552433154E-3	10.392903805E+0	10.312428035E-3	868.897048154E-6	-4.353326932E-6	299.995100000E+0
1.911370290E+3	-370.000000000E-9	-36.490146227E-6	-467.468373333E-6	48.104070479E-9	2.992624511E-6	98.622016829E+0	1.263428036E+3	130.011001294E-3	8.088174354E+0	10.818787630E-3	591.802470539E-6	-4.353326932E-6	300.000700000E+0
1.916895132E+3	-380.000000000E-9	-37.420374177E-6	-482.684806667E-6	60.933764508E-9	3.339728012E-6	98.474668886E+0	1.270223175E+3	160.352011862E-3	8.788757928E+0	10.750053253E-3	657.184228455E-6	-4.353326932E-6	300.001000000E+0
1.922474536E+3	-390.000000000E-9	-38.408756417E-6	-497.404716667E-6	54.942416118E-9	3.392364571E-6	98.483990812E+0	1.275396709E+3	140.877990045E-3	8.698370694E+0	10.117543189E-3	679.351979734E-6	-4.353326932E-6	299.998300000E+0
1.928091739E+3	-400.000000000E-9	-39.392688663E-6	-510.108816667E-6	49.172224404E-9	3.816186239E-6	98.481721658E+0	1.275272042E+3	122.930561011E-3	9.540465596E+0	10.163301420E-3	787.147456333E-6	-4.353326932E-6	299.998900000E+0
1.933638278E+3	-410.000000000E-9	-40.345128787E-6	-522.917910000E-6	33.351967029E-9	3.655110405E-6	98.402753138E+0	1.275409537E+3	81.346261046E-3	8.914903426E+0	10.499347681E-3	780.695380990E-6	-4.353326932E-6	299.990900000E+0
1.939122071E+3	-420.000000000E-9	-41.365921317E-6	-534.545740000E-6	62.857219297E-9	3.540991457E-6	98.490288849E+0	1.272727952E+3	149.660045946E-3	8.430932041E+0	9.796309932E-3	860.005693238E-6	-4.353326932E-6	299.996500000E+0
1.944656630E+3	-430.000000000E-9	-42.365488610E-6	-547.293963333E-6	40.672315601E-9	2.843187406E-6	98.524392116E+0	1.272776659E+3	94.586780468E-3	6.612063736E+0	10.004328940E-3	784.423032020E-6	-4.353326932E-6	299.998300000E+0
1.950143250E+3	-440.000000000E-9	-43.341364750E-6	-560.744450000E-6	41.519900331E-9	3.952478370E-6	98.503101705E+0	1.274419205E+3	94.363409843E-3	8.982905387E+0	10.247202068E-3	743.467522613E-6	-4.353326932E-6	300.001900000E+0
1.955675316E+3	-450.000000000E-9	-44.351290287E-6	-573.661383333E-6	44.569121712E-9	3.992099883E-6	98.558422859E+0	1.274803074E+3	99.042492693E-3	8.871333074E+0	9.901720114E-3	774.177565366E-6	-4.353326932E-6	300.001000000E+0
1.961243301E+3	-460.000000000E-9	-45.384853063E-6	-587.770353333E-6	52.043153954E-9	3.095898224E-6	98.662724051E+0	1.277761638E+3	113.137291204E-3	6.730213531E+0	9.675271039E-3	708.768960456E-6	-4.353326932E-6	299.998300000E+0
1.966770377E+3	-470.000000000E-9	-46.387387267E-6	-600.083063333E-6	43.972527576E-9	3.148737662E-6	98.696568652E+0	1.276772475E+3	93.558569311E-3	6.699441835E+0	9.974722026E-3	812.168888896E-6	-4.353326932E-6	299.994100000E+0
1.972350996E+3	-480.000000000E-9	-47.390411757E-6	-611.517773333E-6	58.752631575E-9	3.752941572E-6	98.730024493E+0	1.273995361E+3	122.401315780E-3	7.818628274E+0	9.969846300E-3	874.530267930E-6	-4.353326932E-6	299.995100000E+0
1.977890614E+3	-490.000000000E-9	-48.408597353E-6	-623.783456667E-6	54.592878437E-9	3.531496135E-6	98.793055823E+0	1.273027463E+3	111.414037626E-3	7.207134968E+0	9.821392124E-3	815.282746851E-6	-4.353326932E-6	299.996200000E+0
1.983426647E+3	-500.000000000E-9	-49.412547823E-6	-636.086373333E-6	39.457172964E-9	4.666219143E-6	98.825095647E+0	1.272172747E+3	78.914345928E-3	9.332438285E+0	9.960650748E-3	812.815389305E-6	-4.353326932E-6	299.992700000E+0
1.988946792E+3	-510.000000000E-9	-50.416726660E-6	-650.316743333E-6	59.130440319E-9	2.444193449E-6	98.856326784E+0	1.275130869E+3	115.942039841E-3	4.792536175E+0	9.958385533E-3	702.722416915E-6	-4.353326932E-6	299.995900000E+0
1.994462541E+3	-520.000000000E-9	-51.433091687E-6	-663.726303333E-6	45.325883586E-9	3.245907497E-6	98.909791705E+0	1.276396737E+3	87.165160742E-3	6.242129802E+0	9.838984752E-3	745.736623722E-6	-4.353326932E-6	299.994100000E+0
2.000007932E+3	-530.000000000E-9	-52.435027183E-6	-677.018786667E-6	49.730970183E-9	3.635658444E-6	98.934013553E+0	1.277393937E+3	93.832019214E-3	6.859732914E+0	9.980682422E-3	752.304874058E-6	-4.353326932E-6	299.994100000E+0
2.005529128E+3	-540.000000000E-9	-53.451546757E-6	-691.323133333E-6	44.980480773E-9	3.555424610E-6	98.984345846E+0	1.280228025E+3	83.297186616E-3	6.584119648E+0	9.837488881E-3	699.088202560E-6	-4.353326932E-6	299.995700000E+0
2.011073235E+3	-550.000000000E-9	-54.429796840E-6	-704.216156667E-6	51.133818744E-9	3.328887922E-6	98.963266982E+0	1.280393012E+3	92.970579534E-3	6.052523494E+0	10.222334933E-3	775.613270950E-6	-4.353326932E-6	299.997700000E+0
2.016570525E+3	-560.000000000E-9	-55.404462257E-6	-718.088736667E-6	45.986738907E-9	3.236285582E-6	98.936539744E+0	1.282301315E+3	82.119176620E-3	5.779081397E+0	10.259931079E-3	720.846446732E-6	-4.353326932E-6	299.997700000E+0
2.022111722E+3	-570.000000000E-9	-56.385948090E-6	-731.626576667E-6	50.931409913E-9	4.382407361E-6	98.922715947E+0	1.283555398E+3	89.353350724E-3	7.688433966E+0	10.188634069E-3	738.670275317E-6	-4.353326932E-6	299.994800000E+0
2.027613726E+3	-580.000000000E-9	-57.318700257E-6	-744.645560000E-6	39.737505056E-9	3.058724242E-6	98.825345270E+0	1.283871655E+3	68.512939752E-3	5.273662486E+0	10.720961427E-3	768.109132946E-6	-4.353326932E-6	299.994800000E+0
2.033159631E+3	-590.000000000E-9	-58.290628217E-6	-757.673676667E-6	40.879819217E-9	3.896343069E-6	98.797674944E+0	1.284192672E+3	69.287829181E-3	6.603971303E+0	10.288828402E-3	767.570651680E-6	-4.353326932E-6	299.991200000E+0
2.038705271E+3	-600.000000000E-9	-59.274680617E-6	-768.787383333E-6	44.824720432E-9	2.557182023E-6	98.791134361E+0	1.281312306E+3	74.707867387E-3	4.261970038E+0	10.162060476E-3	899.789809101E-6	-4.353326932E-6	299.995700000E+0
2.044977746E+3	-610.000000000E-9	-60.294616313E-6	-784.463293333E-6	47.278017516E-9	2.949336302E-6	98.843633301E+0	1.286005399E+3	77.504946747E-3	4.834977544E+0	9.804539671E-3	637.921498656E-6	-4.353326932E-6	299.996500000E+0
2.050530120E+3	-620.000000000E-9	-61.353938750E-6	-797.637410000E-6	42.297120006E-9	3.524785687E-6	98.957965726E+0	1.286511952E+3	68.221161300E-3	5.685138204E+0	9.439996411E-3	759.064175081E-6	-4.353326932E-6	300.004200000E+0
2.056025861E+3	-630.000000000E-9	-62.353816123E-6	-813.498483333E-6	41.296491832E-9	3.495512795E-6	98.974311307E+0	1.291267434E+3	65.549987035E-3	5.548433007E+0	10.001226417E-3	630.474356296E-6	-4.353326932E-6	299.998000000E+0
2.061571705E+3	-640.000000000E-9	-63.339125117E-6	-825.304290000E-6	50.862479560E-9	3.920688209E-6	98.967382995E+0	1.289537953E+3	79.472624313E-3	6.126075327E+0	10.149100503E-3	847.040806473E-6	-4.353326932E-6	299.994200000E+0
2.067109361E+3	-650.000000000E-9	-64.279351673E-6	-837.620956667E-6	48.500502936E-9	3.773720343E-6	98.891310267E+0	1.288647626E+3	74.616158364E-3	5.805723605E+0	10.635734472E-3	811.907983762E-6	-4.353326932E-6	299.991800000E+0
2.072626552E+3	-660.000000000E-9	-65.240204707E-6	-851.709320000E-6	46.897117945E-9	3.550030160E-6	98.848795010E+0	1.290468667E+3	71.056239311E-3	5.378833575E+0	10.407418880E-3	709.805657577E-6	-4.353326932E-6	299.992700000E+0
2.078149565E+3	-670.000000000E-9	-66.166916643E-6	-859.076000000E-6	49.931204058E-9	2.832672110E-6	98.756592005E+0	1.282202985E+3	74.524185161E-3	4.227868820E+0	10.790839747E-3	1.357463606E-3	-4.353326932E-6	299.992400000E+0
2.083662637E+3	-680.000000000E-9	-67.110147190E-6	-874.646256667E-6	42.830350104E-9	2.837020045E-6	98.691392926E+0	1.286244495E+3	62.985808976E-3	4.172088301E+0	10.601861905E-3	642.250170571E-6	-4.353326932E-6	299.992400000E+0
2.089200893E+3	-690.000000000E-9	-68.081114657E-6	-888.910176667E-6	44.284647312E-9	3.012454538E-6	98.668282111E+0	1.288275618E+3	64.180648279E-3	4.365876142E+0	10.299006242E-3	701.069551708E-6	-4.353326932E-6	299.995100000E+0
2.094740930E+3	-700.000000000E-9	-69.055275090E-6	-902.519100000E-6	45.759483716E-9	3.792740577E-6	98.650392986E+0	1.289313000E+3	65.370691022E-3	5.418200824E+0	10.265249601E-3	734.811987331E-6	-4.353326932E-6	299.995700000E+0
2.100277952E+3	-710.000000000E-9	-70.087532380E-6	-914.163746667E-6	48.857193485E-9	3.191629722E-6	98.714834338E+0	1.287554573E+3	68.812948570E-3	4.495253130E+0	9.687507269E-3	858.763712310E-6	-4.353326932E-6	299.995400000E+0
2.105799474E+3	-720.000000000E-9	-71.075708387E-6	-925.476696667E-6	35.673827068E-9	3.978038962E-6	98.716261648E+0	1.285384301E+3	49.546982039E-3	5.525054114E+0	10.119654730E-3	883.942738189E-6	-4.353326932E-6	299.998000000E+0
2.111361103E+3	-730.000000000E-9	-72.111872803E-6	-942.570873333E-6	41.189212094E-9	3.715303395E-6	98.783387402E+0	1.291192977E+3	56.423578211E-3	5.089456705E+0	9.650978010E-3	584.994539076E-6	-4.353326932E-6	299.991600000E+0
2.116853975E+3	-740.000000000E-9	-73.139912810E-6	-955.471196667E-6	89.213545546E-9	3.932559359E-6	98.837720014E+0	1.291177293E+3	120.558845332E-3	5.314269404E+0	9.727247904E-3	775.174369015E-6	-4.353326932E-6	299.991900000E+0
2.122414850E+3	-750.000000000E-9	-74.114742263E-6	-967.952933333E-6	96.430008720E-9	3.469022321E-6	98.819656351E+0	1.290603911E+3	128.573344961E-3	4.625363095E+0	10.258204618E-3	801.170563605E-6	-4.353326932E-6	299.994600000E+0
2.127940596E+3	-760.000000000E-9	-75.136445677E-6	-980.525360000E-6	257.111879258E-9	3.742946664E-6	98.863744311E+0	1.290164947E+3	338.305104287E-3	4.924929822E+0	9.787576188E-3	795.391396198E-6	-4.353326932E-6	299.997600000E+0
2.133473208E+3	-770.000000000E-9	-76.073229787E-6	-994.998760000E-6	45.747338520E-9	4.239833937E-6	98.796402320E+0	1.292206182E+3	59.412127948E-3	5.506277840E+0	10.674818129E-3	690.922658118E-6	-4.353326932E-6	299.998400000E+0
2.139005521E+3	-780.000000000E-9	-77.090897850E-6	-1.008037363E-3	46.611729331E-9	3.736186380E-6	98.834484423E+0	1.292355594E+3	59.758627347E-3	4.789982538E+0	9.826386776E-3	766.953311206E-6	-4.353326932E-6	299.997600000E+0
