[Main]
Experiment = ""
Header length = 65    
Date = "20181214 13:25:38"
Comments = "SD: 3I+ to 1I-; voltage1: 2I- to 2I+; voltage2h: 2I- to 3I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "08"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 2]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Magnetic Field (T)	Temperature (K)
2.352921505E+3	-890.000000000E-9	-145.710374967E-6	34.511609380E-6	-1.048703067E-3	82.198846587E-9	106.560901159E-9	3.368411054E-6	163.719522434E+0	-38.777089191E+0	1.178318052E+3	92.358254592E-3	119.731349617E-3	3.784731522E+0	6.261928583E-3	-24.606955560E-3	1.033388792E-3	-4.353326932E-6	300.001000000E+0
2.358910496E+3	-900.000000000E-9	-147.306312533E-6	34.997639193E-6	-1.062612267E-3	102.663858206E-9	112.697170817E-9	2.847059462E-6	163.673680593E+0	-38.886265770E+0	1.180680296E+3	114.070953562E-3	125.219078686E-3	3.163399403E+0	6.265909274E-3	-20.574869536E-3	718.948609553E-6	-4.353326932E-6	300.002800000E+0
2.364866973E+3	-910.000000000E-9	-148.956687667E-6	35.284916843E-6	-1.073814100E-3	73.884591515E-9	77.617152281E-9	3.574061896E-6	163.688667766E+0	-38.774633894E+0	1.180015495E+3	81.191858808E-3	85.293573936E-3	3.927540545E+0	6.059228474E-3	-34.809530084E-3	892.711014566E-6	-4.353326932E-6	300.002800000E+0
2.370839830E+3	-920.000000000E-9	-150.590658467E-6	35.683430717E-6	-1.085984967E-3	73.951147411E-9	109.230717659E-9	3.200681355E-6	163.685498333E+0	-38.786337736E+0	1.180418442E+3	80.381681968E-3	118.729040934E-3	3.479001473E+0	6.120060407E-3	-25.093229293E-3	821.634175600E-6	-4.353326932E-6	300.003100000E+0
2.376783511E+3	-930.000000000E-9	-152.232045967E-6	36.085373610E-6	-1.098851233E-3	71.420542556E-9	106.548895112E-9	3.047825756E-6	163.690372007E+0	-38.801477000E+0	1.181560466E+3	76.796282318E-3	114.568704422E-3	3.277231996E+0	6.092406577E-3	-24.879156134E-3	777.226235012E-6	-4.353326932E-6	300.003100000E+0
2.382681462E+3	-940.000000000E-9	-153.865328133E-6	36.514951230E-6	-1.112771633E-3	78.671836060E-9	85.489522736E-9	3.711621260E-6	163.686519291E+0	-38.845692798E+0	1.183799610E+3	83.693442617E-3	90.946300783E-3	3.948533255E+0	6.122640781E-3	-23.278680114E-3	718.370161777E-6	-4.353326932E-6	300.003100000E+0
2.388648618E+3	-950.000000000E-9	-155.499605233E-6	36.938383843E-6	-1.122650200E-3	75.435778329E-9	111.338590195E-9	3.886175989E-6	163.683794982E+0	-38.882509309E+0	1.181737053E+3	79.406082452E-3	117.198515995E-3	4.090711568E+0	6.118913372E-3	-23.616508708E-3	1.012292607E-3	-4.353326932E-6	300.003700000E+0
2.394632034E+3	-960.000000000E-9	-157.123240267E-6	37.304313453E-6	-1.134412633E-3	76.990977479E-9	105.511869911E-9	3.262839714E-6	163.670041944E+0	-38.858659847E+0	1.181679826E+3	80.198934874E-3	109.908197824E-3	3.398791369E+0	6.159019604E-3	-27.327660093E-3	850.164223389E-6	-4.353326932E-6	300.003700000E+0
2.400628273E+3	-970.000000000E-9	-158.743584400E-6	37.732985827E-6	-1.147906133E-3	72.546277890E-9	103.036500182E-9	4.337399656E-6	163.653179794E+0	-38.899985388E+0	1.183408385E+3	74.789977206E-3	106.223196064E-3	4.471546037E+0	6.171528501E-3	-23.327838746E-3	741.097565494E-6	-4.353326932E-6	299.998300000E+0
2.406556714E+3	-980.000000000E-9	-160.340078200E-6	38.119509597E-6	-1.159861067E-3	78.587107763E-9	107.104569185E-9	4.307699730E-6	163.612324694E+0	-38.897458772E+0	1.183531701E+3	80.190926289E-3	109.290376719E-3	4.395611969E+0	6.263726173E-3	-25.871630094E-3	836.474760768E-6	-4.353326932E-6	300.003100000E+0
2.412496484E+3	-990.000000000E-9	-161.977210533E-6	38.508349903E-6	-1.173885833E-3	86.704647850E-9	90.611689378E-9	3.616900951E-6	163.613343973E+0	-38.897323135E+0	1.185743266E+3	87.580452374E-3	91.526958968E-3	3.653435304E+0	6.108241708E-3	-25.717498491E-3	713.024340274E-6	-4.353326932E-6	300.004000000E+0
2.418482176E+3	-1.000000000E-6	-163.625852767E-6	38.940182960E-6	-1.184520400E-3	82.044885989E-9	95.645055966E-9	3.358762555E-6	163.625852767E+0	-38.940182960E+0	1.184520400E+3	82.044885989E-3	95.645055966E-3	3.358762555E+0	6.065597373E-3	-23.157097044E-3	940.329805007E-6	-4.353326932E-6	300.007800000E+0
