[Main]
Experiment = "RvsT_75.00Vg"
Header length = 73    
Date = "20191103 12:15:49"
Comments = "Volt1: V1+ to V1-; Volt2: V2+ to V2-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 1.000000E-1
Delay after inital voltage set = 100.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = FALSE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 1

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+0
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Temperature (K)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)
2.416464062E+3	257.034700000E+0	100.000001490E-3	-12.949368000E-12	14.155185080E-12	-7.722384713E+9	8.441476439E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	70.962603849E-12
2.470045413E+3	256.068700000E+0	100.000001490E-3	-20.819579667E-12	12.644687189E-12	-4.803171010E+9	2.917186413E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	102.088240639E-12
2.521604812E+3	255.017700000E+0	100.000001490E-3	-19.549002000E-12	10.905382047E-12	-5.115350722E+9	2.853590885E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	144.527501078E-12
2.573253874E+3	254.047800000E+0	100.000001490E-3	-13.258195000E-12	11.928239342E-12	-7.542504956E+9	6.785901426E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	210.097300668E-12
2.626592515E+3	253.050600000E+0	100.000001490E-3	-14.701157667E-12	11.681583432E-12	-6.802185498E+9	5.405036747E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	81.572491817E-12
2.679469036E+3	252.037000000E+0	100.000001490E-3	-18.868481000E-12	9.554729663E-12	-5.299843771E+9	2.683765295E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	234.685909595E-12
2.731467530E+3	251.063500000E+0	100.000001490E-3	-20.298780667E-12	10.476957382E-12	-4.926404356E+9	2.542700930E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	123.408366859E-12
2.783345218E+3	250.017900000E+0	100.000001490E-3	-13.435335333E-12	8.763874714E-12	-7.443059589E+9	4.855110804E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	132.107519368E-12
2.837700575E+3	249.020000000E+0	100.000001490E-3	-19.051009000E-12	8.663165378E-12	-5.249065889E+9	2.386935300E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	116.720688670E-12
2.889437475E+3	248.049100000E+0	100.000001490E-3	-20.408460333E-12	9.607541907E-12	-4.899928748E+9	2.306703691E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	28.020603199E-12
2.941024791E+3	247.022000000E+0	100.000001490E-3	-18.846585333E-12	9.159861694E-12	-5.306001046E+9	2.578835098E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	52.760046332E-12
2.992552628E+3	246.058500000E+0	100.000001490E-3	-15.576910667E-12	7.975425325E-12	-6.419758297E+9	3.286935644E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	127.380911374E-12
3.045518852E+3	245.051000000E+0	100.000001490E-3	-21.921399000E-12	9.775473698E-12	-4.561752719E+9	2.034235758E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	69.906733180E-12
3.096962390E+3	244.039400000E+0	100.000001490E-3	-19.985747000E-12	8.123061537E-12	-5.003565866E+9	2.033662962E+9	NaN	0.000000000E+0	NaN	27.170417096E+21	NaN	-0.000000000E+0	NaN	NaN	75.000000000E+0	75.437843472E-12
