[Main]
Experiment = "VvsI"
Header length = 70    
Date = "20181214 18:11:18"
Comments = "SD: 3I+ to 1I-; voltage1: 2I- to 2I+; voltage2h: 2I- to 3I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = TRUE
Initial magnetic field (T) = 0.000000E+0
Delay after setting initial field (s) = 0.000000E+0
Initial field ramp rate (G/min) = 1.000000E+2
Wait for initial field to stabilize = TRUE
Set finish magnetic field = FALSE

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 2.000000E+0
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "08"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 2]
Voltage meter = "Keithley 6430"
Auto-range = FALSE
GPIB = "21"
Range (V) = 5.000000E+0
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = 1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 5.000000
Auto-range = FALSE
Manual range (A) = 0.000001
Check output compliance = TRUE
Inital delay (s) = 0.000000
Time (s)	Temperature (K)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Magnetic Field (T)
3.742112477E+3	213.069200000E+0	1.000000000E-6	413.123913967E-6	-83.765086680E-6	3.413617817E-3	306.702877569E-9	298.613245708E-9	5.823836420E-6	413.123913941E+0	-83.765086675E+0	3.413617816E+3	306.702877550E-3	298.613245689E-3	5.823836420E+0	-41.356602311E-6
3.783366938E+3	212.103900000E+0	1.000000000E-6	416.660635583E-6	-83.692180233E-6	3.445305967E-3	312.600163809E-9	291.712068091E-9	6.297810707E-6	416.660635557E+0	-83.692180228E+0	3.445305966E+3	312.600163790E-3	291.712068073E-3	6.297810706E+0	-41.356602311E-6
3.824741742E+3	211.107000000E+0	1.000000000E-6	420.233219017E-6	-84.203067655E-6	3.478554783E-3	316.596286091E-9	347.439276408E-9	5.997550058E-6	420.233218991E+0	-84.203067650E+0	3.478554783E+3	316.596286071E-3	347.439276386E-3	5.997550057E+0	-41.356602311E-6
3.866042153E+3	210.096900000E+0	1.000000000E-6	423.998797217E-6	-84.286027320E-6	3.509822067E-3	351.208569385E-9	416.626214144E-9	6.750572932E-6	423.998797190E+0	-84.286027315E+0	3.509822066E+3	351.208569363E-3	416.626214118E-3	6.750572932E+0	-41.356602311E-6
3.907649115E+3	209.091500000E+0	1.000000000E-6	427.386577950E-6	-84.812019075E-6	3.544794650E-3	118.778713185E-9	286.432114408E-9	5.378516867E-6	427.386577923E+0	-84.812019070E+0	3.544794650E+3	118.778713178E-3	286.432114390E-3	5.378516866E+0	-41.356602311E-6
3.949077452E+3	208.104700000E+0	1.000000000E-6	431.006531133E-6	-85.186131387E-6	3.576296317E-3	356.544716944E-9	324.439918887E-9	5.774301625E-6	431.006531107E+0	-85.186131381E+0	3.576296316E+3	356.544716921E-3	324.439918867E-3	5.774301625E+0	-41.356602311E-6
3.990638361E+3	207.101700000E+0	1.000000000E-6	434.821574067E-6	-85.343973112E-6	3.612196967E-3	332.786361223E-9	370.177924549E-9	6.016645151E-6	434.821574040E+0	-85.343973106E+0	3.612196966E+3	332.786361203E-3	370.177924526E-3	6.016645150E+0	-41.356602311E-6
4.031934355E+3	206.100000000E+0	1.000000000E-6	438.368131050E-6	-85.810390238E-6	3.644333483E-3	363.061341824E-9	359.412828329E-9	5.527225209E-6	438.368131023E+0	-85.810390233E+0	3.644333483E+3	363.061341801E-3	359.412828307E-3	5.527225209E+0	-41.356602311E-6
4.073354037E+3	205.095700000E+0	1.000000000E-6	442.017588267E-6	-86.068556798E-6	3.677488483E-3	358.245931591E-9	420.008562000E-9	5.465932883E-6	442.017588239E+0	-86.068556793E+0	3.677488483E+3	358.245931569E-3	420.008561974E-3	5.465932883E+0	-41.356602311E-6
4.114748328E+3	204.103200000E+0	1.000000000E-6	445.797096617E-6	-86.633555987E-6	3.715424500E-3	367.611440038E-9	326.862913174E-9	4.759236608E-6	445.797096589E+0	-86.633555981E+0	3.715424500E+3	367.611440015E-3	326.862913154E-3	4.759236608E+0	-41.356602311E-6
4.156115806E+3	203.088900000E+0	1.000000000E-6	449.744723067E-6	-86.749537778E-6	3.749520500E-3	324.885891481E-9	485.417262272E-9	5.885872331E-6	449.744723039E+0	-86.749537773E+0	3.749520500E+3	324.885891461E-3	485.417262242E-3	5.885872330E+0	-41.356602311E-6
4.197354342E+3	202.099400000E+0	1.000000000E-6	453.662222217E-6	-86.788296267E-6	3.783643383E-3	254.871558523E-9	348.373804884E-9	6.264296777E-6	453.662222188E+0	-86.788296261E+0	3.783643383E+3	254.871558507E-3	348.373804863E-3	6.264296777E+0	-41.356602311E-6
4.239658160E+3	201.057000000E+0	1.000000000E-6	457.762848800E-6	-87.186736397E-6	3.818486517E-3	392.826341701E-9	475.162348620E-9	5.665792432E-6	457.762848772E+0	-87.186736391E+0	3.818486516E+3	392.826341677E-3	475.162348590E-3	5.665792432E+0	-41.356602311E-6
4.281127961E+3	200.082600000E+0	1.000000000E-6	461.439178483E-6	-87.610080045E-6	3.854515550E-3	444.359782265E-9	509.546656936E-9	5.554164951E-6	461.439178455E+0	-87.610080040E+0	3.854515550E+3	444.359782237E-3	509.546656904E-3	5.554164950E+0	-41.356602311E-6
4.322502242E+3	199.100900000E+0	1.000000000E-6	465.250249233E-6	-87.922282315E-6	3.888219200E-3	467.233779673E-9	465.488462329E-9	4.561094826E-6	465.250249204E+0	-87.922282310E+0	3.888219200E+3	467.233779644E-3	465.488462300E-3	4.561094826E+0	-41.356602311E-6
4.363746253E+3	198.094400000E+0	1.000000000E-6	469.041686800E-6	-88.092083148E-6	3.922983067E-3	470.798263496E-9	472.984691103E-9	6.432513054E-6	469.041686771E+0	-88.092083143E+0	3.922983066E+3	470.798263467E-3	472.984691073E-3	6.432513054E+0	-41.356602311E-6
4.406163547E+3	197.051100000E+0	1.000000000E-6	473.357943883E-6	-88.036197705E-6	3.959592383E-3	449.473926325E-9	443.638890270E-9	6.862984777E-6	473.357943854E+0	-88.036197700E+0	3.959592383E+3	449.473926298E-3	443.638890243E-3	6.862984776E+0	-41.356602311E-6
4.447358364E+3	196.098000000E+0	1.000000000E-6	476.945968083E-6	-88.495180560E-6	3.995431400E-3	298.320359239E-9	374.755998200E-9	6.487818058E-6	476.945968054E+0	-88.495180554E+0	3.995431400E+3	298.320359221E-3	374.755998176E-3	6.487818057E+0	-41.356602311E-6
4.488864571E+3	195.096500000E+0	1.000000000E-6	480.953127383E-6	-88.542381165E-6	4.029099267E-3	387.554320696E-9	529.232583799E-9	5.912341740E-6	480.953127353E+0	-88.542381159E+0	4.029099266E+3	387.554320672E-3	529.232583767E-3	5.912341740E+0	-41.356602311E-6
4.531359890E+3	194.050600000E+0	1.000000000E-6	485.094202333E-6	-88.556773692E-6	4.066154417E-3	488.068271854E-9	443.342886275E-9	5.096132774E-6	485.094202303E+0	-88.556773686E+0	4.066154416E+3	488.068271824E-3	443.342886247E-3	5.096132773E+0	-41.356602311E-6
4.572690542E+3	193.103500000E+0	1.000000000E-6	488.820411917E-6	-88.588636242E-6	4.098762767E-3	454.749332313E-9	375.402480568E-9	5.706144340E-6	488.820411886E+0	-88.588636236E+0	4.098762766E+3	454.749332284E-3	375.402480545E-3	5.706144340E+0	-41.356602311E-6
4.614015315E+3	192.095300000E+0	1.000000000E-6	493.092658900E-6	-88.513828685E-6	4.135945983E-3	421.688293413E-9	437.134626555E-9	6.078090195E-6	493.092658869E+0	-88.513828679E+0	4.135945983E+3	421.688293387E-3	437.134626528E-3	6.078090195E+0	-41.356602311E-6
4.655375579E+3	191.109100000E+0	1.000000000E-6	497.174469650E-6	-88.762263038E-6	4.171788583E-3	443.663224525E-9	398.019557153E-9	5.627280541E-6	497.174469619E+0	-88.762263033E+0	4.171788583E+3	443.663224497E-3	398.019557128E-3	5.627280541E+0	-41.356602311E-6
4.697990853E+3	190.046200000E+0	1.000000000E-6	501.312813667E-6	-88.820158340E-6	4.207309650E-3	321.414799187E-9	372.624165958E-9	5.223783859E-6	501.312813636E+0	-88.820158334E+0	4.207309650E+3	321.414799167E-3	372.624165935E-3	5.223783858E+0	-41.356602311E-6
4.740228756E+3	189.051300000E+0	1.000000000E-6	505.349572883E-6	-89.050750952E-6	4.245428417E-3	558.514353515E-9	531.326272023E-9	4.377674732E-6	505.349572852E+0	-89.050750946E+0	4.245428416E+3	558.514353480E-3	531.326271990E-3	4.377674732E+0	-41.356602311E-6
4.781553553E+3	188.095500000E+0	1.000000000E-6	509.335734167E-6	-89.079892587E-6	4.282862533E-3	500.156598453E-9	547.241137409E-9	5.873973979E-6	509.335734135E+0	-89.079892581E+0	4.282862533E+3	500.156598422E-3	547.241137375E-3	5.873973979E+0	-41.356602311E-6
4.822650172E+3	187.101300000E+0	1.000000000E-6	513.771659333E-6	-89.147781838E-6	4.318107483E-3	284.973498610E-9	410.524868938E-9	5.901682940E-6	513.771659301E+0	-89.147781833E+0	4.318107483E+3	284.973498592E-3	410.524868912E-3	5.901682940E+0	-41.356602311E-6
4.865015597E+3	186.055800000E+0	1.000000000E-6	517.976924583E-6	-89.252884338E-6	4.359006000E-3	404.639851476E-9	463.527413508E-9	6.441835291E-6	517.976924551E+0	-89.252884333E+0	4.359006000E+3	404.639851451E-3	463.527413479E-3	6.441835290E+0	-41.356602311E-6
4.906303923E+3	185.085200000E+0	1.000000000E-6	521.896760133E-6	-89.376188765E-6	4.392090417E-3	349.870829188E-9	425.937922085E-9	6.363500069E-6	521.896760101E+0	-89.376188759E+0	4.392090416E+3	349.870829166E-3	425.937922058E-3	6.363500068E+0	-41.356602311E-6
4.947562164E+3	184.084400000E+0	1.000000000E-6	526.545978517E-6	-88.957032617E-6	4.432385467E-3	397.236040053E-9	529.642242915E-9	5.488589496E-6	526.545978484E+0	-88.957032611E+0	4.432385466E+3	397.236040028E-3	529.642242882E-3	5.488589495E+0	-41.356602311E-6
4.989119422E+3	183.080400000E+0	1.000000000E-6	530.697028150E-6	-89.506076603E-6	4.469326550E-3	406.462642027E-9	477.607397756E-9	5.820003765E-6	530.697028117E+0	-89.506076598E+0	4.469326550E+3	406.462642002E-3	477.607397726E-3	5.820003764E+0	-41.356602311E-6
5.031688554E+3	182.041100000E+0	1.000000000E-6	535.451659883E-6	-89.514493663E-6	4.512475850E-3	609.329614219E-9	439.228595149E-9	7.223452149E-6	535.451659850E+0	-89.514493658E+0	4.512475850E+3	609.329614181E-3	439.228595121E-3	7.223452149E+0	-41.356602311E-6
5.073001250E+3	181.085500000E+0	1.000000000E-6	539.489834150E-6	-89.916048475E-6	4.548209283E-3	354.408669992E-9	489.989517538E-9	6.379415718E-6	539.489834116E+0	-89.916048469E+0	4.548209283E+3	354.408669970E-3	489.989517507E-3	6.379415717E+0	-41.356602311E-6
5.114300841E+3	180.084800000E+0	1.000000000E-6	544.132891650E-6	-89.488574665E-6	4.589221017E-3	387.537183603E-9	420.577046057E-9	5.918796839E-6	544.132891616E+0	-89.488574659E+0	4.589221016E+3	387.537183579E-3	420.577046031E-3	5.918796838E+0	-41.356602311E-6
5.155471627E+3	179.095700000E+0	1.000000000E-6	548.803747783E-6	-89.635485597E-6	4.627157850E-3	292.943838500E-9	423.195780877E-9	5.395093345E-6	548.803747749E+0	-89.635485591E+0	4.627157850E+3	292.943838482E-3	423.195780851E-3	5.395093345E+0	-41.356602311E-6
5.196843705E+3	178.099500000E+0	1.000000000E-6	553.192729917E-6	-89.610285258E-6	4.662378867E-3	433.547747738E-9	581.270768144E-9	5.582143099E-6	553.192729882E+0	-89.610285253E+0	4.662378866E+3	433.547747711E-3	581.270768107E-3	5.582143098E+0	-41.356602311E-6
5.239169194E+3	177.057800000E+0	1.000000000E-6	557.829545550E-6	-90.075965520E-6	4.705069317E-3	435.635440290E-9	452.519598410E-9	6.177446470E-6	557.829545515E+0	-90.075965514E+0	4.705069316E+3	435.635440263E-3	452.519598381E-3	6.177446469E+0	-41.356602311E-6
5.280495322E+3	176.096800000E+0	1.000000000E-6	562.385050767E-6	-89.771724090E-6	4.744947867E-3	445.589323350E-9	457.090967189E-9	6.353495907E-6	562.385050732E+0	-89.771724084E+0	4.744947866E+3	445.589323323E-3	457.090967160E-3	6.353495906E+0	-41.356602311E-6
5.321687353E+3	175.082800000E+0	1.000000000E-6	566.841499083E-6	-90.300873217E-6	4.787079733E-3	525.462244449E-9	591.491965521E-9	5.916694641E-6	566.841499048E+0	-90.300873211E+0	4.787079733E+3	525.462244416E-3	591.491965484E-3	5.916694641E+0	-41.356602311E-6
5.363242029E+3	174.104500000E+0	1.000000000E-6	571.636848783E-6	-90.248096923E-6	4.825535167E-3	425.604375423E-9	553.236678366E-9	6.236584398E-6	571.636848748E+0	-90.248096918E+0	4.825535166E+3	425.604375396E-3	553.236678331E-3	6.236584398E+0	-41.356602311E-6
5.404502486E+3	173.091000000E+0	1.000000000E-6	576.060627217E-6	-90.349058262E-6	4.866653600E-3	460.727622180E-9	645.729918296E-9	5.531532020E-6	576.060627181E+0	-90.349058256E+0	4.866653600E+3	460.727622151E-3	645.729918256E-3	5.531532020E+0	-41.356602311E-6
5.445817034E+3	172.089100000E+0	1.000000000E-6	581.392686633E-6	-90.982409955E-6	4.914933483E-3	546.252757803E-9	459.624784270E-9	8.848070277E-6	581.392686597E+0	-90.982409949E+0	4.914933483E+3	546.252757769E-3	459.624784242E-3	8.848070276E+0	-41.356602311E-6
5.487141579E+3	171.083000000E+0	1.000000000E-6	586.200192100E-6	-91.008694262E-6	4.959532500E-3	469.985544082E-9	601.255325189E-9	6.050994987E-6	586.200192064E+0	-91.008694256E+0	4.959532500E+3	469.985544053E-3	601.255325151E-3	6.050994986E+0	-41.356602311E-6
5.528556343E+3	170.096000000E+0	1.000000000E-6	590.912762683E-6	-91.319997585E-6	4.999215783E-3	420.112842747E-9	459.972262431E-9	5.806995213E-6	590.912762647E+0	-91.319997579E+0	4.999215783E+3	420.112842720E-3	459.972262402E-3	5.806995213E+0	-41.356602311E-6
5.569834842E+3	169.084900000E+0	1.000000000E-6	595.880579067E-6	-91.201372723E-6	5.044455883E-3	115.029558356E-9	444.918481466E-9	4.737827484E-6	595.880579030E+0	-91.201372718E+0	5.044455883E+3	115.029558348E-3	444.918481438E-3	4.737827484E+0	-41.356602311E-6
5.611299966E+3	168.096500000E+0	1.000000000E-6	600.957162900E-6	-91.131738382E-6	5.086774267E-3	563.025948673E-9	689.152543970E-9	6.058511806E-6	600.957162863E+0	-91.131738376E+0	5.086774266E+3	563.025948638E-3	689.152543927E-3	6.058511805E+0	-41.356602311E-6
5.652678915E+3	167.087100000E+0	1.000000000E-6	606.196621833E-6	-91.115058398E-6	5.131662900E-3	377.764649511E-9	575.731655028E-9	6.162285310E-6	606.196621796E+0	-91.115058393E+0	5.131662900E+3	377.764649488E-3	575.731654992E-3	6.162285310E+0	-41.356602311E-6
5.693876554E+3	166.100100000E+0	1.000000000E-6	610.993269433E-6	-91.947950195E-6	5.173080817E-3	637.705398912E-9	554.976622371E-9	5.744944227E-6	610.993269395E+0	-91.947950189E+0	5.173080816E+3	637.705398873E-3	554.976622336E-3	5.744944226E+0	-41.356602311E-6
5.736180225E+3	165.054200000E+0	1.000000000E-6	616.390969350E-6	-91.951434392E-6	5.219744667E-3	428.073436164E-9	465.911979439E-9	5.358826506E-6	616.390969312E+0	-91.951434386E+0	5.219744666E+3	428.073436138E-3	465.911979410E-3	5.358826505E+0	-41.356602311E-6
5.777483865E+3	164.096400000E+0	1.000000000E-6	621.066539433E-6	-91.801034360E-6	5.261273617E-3	536.623698393E-9	533.237387734E-9	6.135343168E-6	621.066539395E+0	-91.801034354E+0	5.261273616E+3	536.623698359E-3	533.237387701E-3	6.135343168E+0	-41.356602311E-6
5.818753054E+3	163.076700000E+0	1.000000000E-6	626.036264833E-6	-91.751579628E-6	5.307356133E-3	527.612566728E-9	605.375094590E-9	5.549815817E-6	626.036264794E+0	-91.751579623E+0	5.307356133E+3	527.612566696E-3	605.375094552E-3	5.549815816E+0	-41.356602311E-6
5.860175984E+3	162.083100000E+0	1.000000000E-6	630.962125333E-6	-91.645001832E-6	5.348514350E-3	280.913062221E-9	559.642172541E-9	6.253661036E-6	630.962125294E+0	-91.645001826E+0	5.348514350E+3	280.913062204E-3	559.642172506E-3	6.253661036E+0	-41.356602311E-6
5.901508000E+3	161.089000000E+0	1.000000000E-6	635.867641617E-6	-91.803769885E-6	5.389539283E-3	399.167074087E-9	546.326960805E-9	6.198267499E-6	635.867641577E+0	-91.803769879E+0	5.389539283E+3	399.167074062E-3	546.326960771E-3	6.198267499E+0	-41.356602311E-6
5.942962750E+3	160.066900000E+0	1.000000000E-6	640.911205300E-6	-92.061891773E-6	5.429540533E-3	545.010306716E-9	781.623015697E-9	6.017034770E-6	640.911205260E+0	-92.061891768E+0	5.429540533E+3	545.010306682E-3	781.623015649E-3	6.017034770E+0	-41.356602311E-6
5.984229805E+3	159.091300000E+0	1.000000000E-6	646.309704317E-6	-91.877343187E-6	5.477290500E-3	455.698217155E-9	489.896654033E-9	5.114917296E-6	646.309704276E+0	-91.877343181E+0	5.477290500E+3	455.698217127E-3	489.896654002E-3	5.114917296E+0	-41.356602311E-6
6.025371563E+3	158.073100000E+0	1.000000000E-6	651.698217083E-6	-91.595883247E-6	5.524277350E-3	243.109005188E-9	467.052256946E-9	6.766093298E-6	651.698217043E+0	-91.595883241E+0	5.524277350E+3	243.109005173E-3	467.052256916E-3	6.766093297E+0	-41.356602311E-6
6.066594741E+3	157.090000000E+0	1.000000000E-6	657.093452117E-6	-91.970355142E-6	5.569785417E-3	580.869089159E-9	687.011143245E-9	7.418167405E-6	657.093452076E+0	-91.970355136E+0	5.569785416E+3	580.869089123E-3	687.011143202E-3	7.418167404E+0	-41.356602311E-6
6.108051283E+3	156.089500000E+0	1.000000000E-6	662.964861983E-6	-91.542984790E-6	5.620363633E-3	522.126746918E-9	731.596117640E-9	6.068287039E-6	662.964861942E+0	-91.542984784E+0	5.620363633E+3	522.126746886E-3	731.596117595E-3	6.068287038E+0	-41.356602311E-6
