[Main]
Experiment = ""
Header length = 65    
Date = "20181214 22:04:59"
Comments = "SD: 3I+ to 1I-; voltage1: 2I- to 2I+; voltage2h: 2I- to 3I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+0
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "08"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 2]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Magnetic Field (T)	Temperature (K)
2.804030249E+3	-620.000000000E-9	-10.956462100E-3	371.908739767E-6	-89.347731667E-3	9.950724394E-6	45.582914582E-6	22.670324227E-6	17.671713065E+3	-599.852806075E+0	144.109244624E+3	16.049555474E+0	73.520829970E+0	36.565039076E+0	60.850775380E-6	2.233758310E-3	7.816558911E-6	-41.356602311E-6	2.999600000E+0
2.809960660E+3	-630.000000000E-9	-11.121493983E-3	374.600153467E-6	-90.627825667E-3	8.547097866E-6	40.683631508E-6	19.265262411E-6	17.653165053E+3	-594.603418201E+0	143.853691534E+3	13.566822010E+0	64.577192869E+0	30.579781604E+0	60.594351819E-6	-3.715519468E-3	7.811926312E-6	-41.356602311E-6	3.000300000E+0
2.815801162E+3	-640.000000000E-9	-11.284123200E-3	379.431344033E-6	-91.897100000E-3	8.556100490E-6	39.717423670E-6	14.387530041E-6	17.631442500E+3	-592.861475052E+0	143.589218750E+3	13.368907016E+0	62.058474484E+0	22.480515690E+0	61.489566297E-6	-2.069883161E-3	7.878517463E-6	-41.356602311E-6	3.000400000E+0
2.821670436E+3	-650.000000000E-9	-11.450774690E-3	390.625050900E-6	-93.178065333E-3	10.534013668E-6	43.000672728E-6	20.391119388E-6	17.616576446E+3	-600.961616769E+0	143.350869744E+3	16.206174874E+0	66.154881120E+0	31.370952904E+0	60.005464098E-6	-893.359109642E-6	7.806612513E-6	-41.356602311E-6	3.000600000E+0
2.827573775E+3	-660.000000000E-9	-11.610000097E-3	396.481871133E-6	-94.454829667E-3	8.493716586E-6	39.249533711E-6	19.372615668E-6	17.590909237E+3	-600.730107778E+0	143.113378283E+3	12.869267555E+0	59.468990470E+0	29.352447982E+0	62.804047478E-6	-1.707411121E-3	7.832298991E-6	-41.356602311E-6	2.998600000E+0
2.833414922E+3	-670.000000000E-9	-11.779576553E-3	407.994874567E-6	-95.693223333E-3	9.664991947E-6	43.735357118E-6	15.175052652E-6	17.581457542E+3	-608.947573980E+0	142.825706468E+3	14.425361115E+0	65.276652416E+0	22.649332316E+0	58.970450242E-6	-868.583081548E-6	8.074976697E-6	-41.356602311E-6	3.000500000E+0
2.839355629E+3	-680.000000000E-9	-11.934465930E-3	408.111223100E-6	-96.966033000E-3	11.440701974E-6	40.656685005E-6	17.611062971E-6	17.550685191E+3	-600.163563382E+0	142.597107353E+3	16.824561727E+0	59.789242654E+0	25.898622016E+0	64.562207010E-6	-85.948655419E-3	7.856634234E-6	-41.356602311E-6	2.999300000E+0
2.845347909E+3	-690.000000000E-9	-12.090848803E-3	438.638971867E-6	-98.217049000E-3	9.136190000E-6	45.797689829E-6	17.714690056E-6	17.522969280E+3	-635.708654879E+0	142.343549275E+3	13.240855072E+0	66.373463520E+0	25.673463850E+0	63.945621326E-6	-327.570829950E-6	7.993502881E-6	-41.356602311E-6	3.000100000E+0
2.851233026E+3	-700.000000000E-9	-12.256047770E-3	438.426174233E-6	-99.470134333E-3	11.203578762E-6	43.628832006E-6	21.388763032E-6	17.508639671E+3	-626.323106048E+0	142.100191905E+3	16.005112518E+0	62.326902865E+0	30.555375759E+0	60.533066288E-6	46.993003838E-3	7.980302485E-6	-41.356602311E-6	3.000500000E+0
2.857083294E+3	-710.000000000E-9	-12.430541390E-3	426.210078867E-6	-100.713226667E-3	10.148430779E-6	39.240408972E-6	17.671249460E-6	17.507804775E+3	-600.295885728E+0	141.849615023E+3	14.293564478E+0	55.268181650E+0	24.889083746E+0	57.308685555E-6	818.592168762E-6	8.044454729E-6	-41.356602311E-6	2.999900000E+0
2.862956839E+3	-720.000000000E-9	-12.604661917E-3	432.824737167E-6	-101.958403333E-3	9.422582472E-6	41.951561438E-6	19.352314008E-6	17.506474884E+3	-601.145468287E+0	141.608893519E+3	13.086920100E+0	58.266057552E+0	26.878213900E+0	57.431482614E-6	-1.511793890E-3	8.030988909E-6	-41.356602311E-6	2.998800000E+0
2.868844411E+3	-730.000000000E-9	-12.761307490E-3	443.731670967E-6	-103.164446667E-3	7.226975275E-6	39.430949600E-6	23.447986949E-6	17.481243137E+3	-607.851604064E+0	141.321159817E+3	9.899966130E+0	54.014999453E+0	32.120530067E+0	63.838382325E-6	-916.847959598E-6	8.291576035E-6	-41.356602311E-6	2.998800000E+0
2.874749676E+3	-740.000000000E-9	-12.922046640E-3	454.012609867E-6	-104.396603333E-3	9.467499083E-6	44.674072865E-6	19.059697203E-6	17.462225189E+3	-613.530553874E+0	141.076490991E+3	12.793917680E+0	60.370368737E+0	25.756347572E+0	62.212597242E-6	-972.673809004E-6	8.115851069E-6	-41.356602311E-6	2.999000000E+0
2.880645865E+3	-750.000000000E-9	-13.073710840E-3	461.917672633E-6	-105.653030000E-3	10.917170657E-6	42.916647860E-6	18.837511183E-6	17.431614453E+3	-615.890230178E+0	140.870706667E+3	14.556227542E+0	57.222197147E+0	25.116681578E+0	65.935138286E-6	-1.265012094E-3	7.959079718E-6	-41.356602311E-6	2.999800000E+0
2.886556015E+3	-760.000000000E-9	-13.232510837E-3	480.125817600E-6	-106.889163333E-3	10.647310982E-6	44.122289402E-6	12.297644387E-6	17.411198469E+3	-631.744496842E+0	140.643635965E+3	14.009619713E+0	58.055643950E+0	16.181111036E+0	62.972293513E-6	-549.204766235E-6	8.089742207E-6	-41.356602311E-6	2.998300000E+0
2.892408258E+3	-770.000000000E-9	-13.397350050E-3	486.727506967E-6	-108.090116667E-3	9.406743180E-6	46.294989316E-6	21.082270429E-6	17.399155909E+3	-632.113645411E+0	140.376774892E+3	12.216549584E+0	60.123362748E+0	27.379571986E+0	60.665176676E-6	-1.514763789E-3	8.326718218E-6	-41.356602311E-6	3.001100000E+0
2.898293268E+3	-780.000000000E-9	-13.560060067E-3	488.931637000E-6	-109.308146667E-3	10.798316403E-6	47.056258654E-6	14.889147479E-6	17.384692393E+3	-626.835432051E+0	140.138649573E+3	13.843995388E+0	60.328536736E+0	19.088650614E+0	61.459031256E-6	-4.536937408E-3	8.209978408E-6	-41.356602311E-6	3.000400000E+0
2.904151515E+3	-790.000000000E-9	-13.720436637E-3	490.431495433E-6	-110.513870000E-3	7.501856720E-6	40.381925634E-6	26.207384456E-6	17.367641312E+3	-620.799361308E+0	139.890974684E+3	9.496021165E+0	51.116361562E+0	33.173904374E+0	62.353247734E-6	-6.667295911E-3	8.293776626E-6	-41.356602311E-6	3.000100000E+0
2.910030975E+3	-800.000000000E-9	-13.883492237E-3	501.041890433E-6	-111.749033333E-3	10.146293244E-6	44.438312773E-6	17.654350511E-6	17.354365296E+3	-626.302363042E+0	139.686291667E+3	12.682866555E+0	55.547890966E+0	22.067938138E+0	61.328773743E-6	-942.471981486E-6	8.096095253E-6	-41.356602311E-6	2.999100000E+0
2.915895802E+3	-810.000000000E-9	-14.052746740E-3	502.956521233E-6	-112.967536667E-3	9.519884663E-6	41.514325242E-6	19.252308117E-6	17.349070049E+3	-620.933976831E+0	139.466094650E+3	11.752944028E+0	51.252253385E+0	23.768281625E+0	59.082622932E-6	-5.222939065E-3	8.206789203E-6	-41.356602311E-6	3.000400000E+0
2.921790396E+3	-820.000000000E-9	-14.204223620E-3	524.265908033E-6	-114.183470000E-3	8.917650236E-6	43.274757324E-6	21.058754425E-6	17.322223927E+3	-639.348668333E+0	139.248134146E+3	10.875183215E+0	52.774094298E+0	25.681407835E+0	66.016675284E-6	-469.276760230E-6	8.224135095E-6	-41.356602311E-6	3.000500000E+0
2.927670584E+3	-830.000000000E-9	-14.375727003E-3	514.851947333E-6	-115.381456667E-3	11.327111237E-6	43.561312153E-6	15.591060288E-6	17.320153016E+3	-620.303551004E+0	139.013803213E+3	13.647121972E+0	52.483508619E+0	18.784409986E+0	58.307887609E-6	1.062252151E-3	8.347338312E-6	-41.356602311E-6	3.001200000E+0
2.933567020E+3	-840.000000000E-9	-14.525435727E-3	531.486646233E-6	-116.592573333E-3	9.951628690E-6	45.224261400E-6	22.018580451E-6	17.292185389E+3	-632.722197897E+0	138.800682540E+3	11.847177012E+0	53.838406428E+0	26.212595774E+0	66.796374836E-6	-601.153051228E-6	8.256842859E-6	-41.356602311E-6	3.000100000E+0
2.939444218E+3	-850.000000000E-9	-14.696466633E-3	542.045691733E-6	-117.775043333E-3	11.219066132E-6	43.288881972E-6	18.867024386E-6	17.289960745E+3	-637.700813804E+0	138.558874510E+3	13.198901331E+0	50.928096438E+0	22.196499278E+0	58.468964440E-6	-947.055299648E-6	8.456874170E-6	-41.356602311E-6	3.001300000E+0
2.945326327E+3	-860.000000000E-9	-14.846653343E-3	549.321467467E-6	-118.970526667E-3	11.134306926E-6	44.697960437E-6	15.521529727E-6	17.263550399E+3	-638.745892403E+0	138.337821705E+3	12.946868518E+0	51.974372601E+0	18.048290380E+0	66.583787607E-6	-1.374423892E-3	8.364817577E-6	-41.356602311E-6	3.001300000E+0
2.951162755E+3	-870.000000000E-9	-15.007604470E-3	531.039870400E-6	-120.171603333E-3	9.763618454E-6	39.268211924E-6	25.710302287E-6	17.250120080E+3	-610.390655632E+0	138.128279693E+3	11.222549947E+0	45.135875775E+0	29.552071594E+0	62.130661693E-6	546.998162334E-6	8.325863184E-6	-41.356602311E-6	3.000400000E+0
2.957033490E+3	-880.000000000E-9	-15.156336333E-3	552.248323467E-6	-121.363000000E-3	9.858987222E-6	42.957279707E-6	17.195087510E-6	17.223109470E+3	-627.554913030E+0	137.912500000E+3	11.203394570E+0	48.815090576E+0	19.539872171E+0	67.235088540E-6	-471.510108190E-6	8.393510138E-6	-41.356602311E-6	2.999000000E+0
2.962899560E+3	-890.000000000E-9	-15.315248377E-3	555.619264367E-6	-122.553170000E-3	10.227590746E-6	41.800926787E-6	15.555487999E-6	17.208144243E+3	-624.291308277E+0	137.700191011E+3	11.491674995E+0	46.967333469E+0	17.478076404E+0	62.927892627E-6	-2.966530799E-3	8.402161036E-6	-41.356602311E-6	2.999600000E+0
2.968755354E+3	-900.000000000E-9	-15.482211283E-3	572.966165000E-6	-123.723333333E-3	10.312081949E-6	45.439839358E-6	18.247197864E-6	17.202456981E+3	-636.629072222E+0	137.470370370E+3	11.457868833E+0	50.488710398E+0	20.274664293E+0	59.893542821E-6	-576.471855773E-6	8.545815541E-6	-41.356602311E-6	3.001700000E+0
2.974616798E+3	-910.000000000E-9	-15.639041417E-3	587.268971133E-6	-124.912900000E-3	9.541763058E-6	44.559984615E-6	20.607547998E-6	17.185759799E+3	-645.350517729E+0	137.266923077E+3	10.485453910E+0	48.967016060E+0	22.645657140E+0	63.763256381E-6	-699.163500279E-6	8.406422507E-6	-41.356602311E-6	3.000100000E+0
2.980440937E+3	-920.000000000E-9	-15.812302130E-3	569.603798167E-6	-126.069916667E-3	8.461645886E-6	39.875208896E-6	23.006177331E-6	17.187284924E+3	-619.134563225E+0	137.032518116E+3	9.197441180E+0	43.342618365E+0	25.006714491E+0	57.716488681E-6	566.085597852E-6	8.642917849E-6	-41.356602311E-6	3.001100000E+0
2.986272140E+3	-930.000000000E-9	-15.949353373E-3	598.693798933E-6	-127.240933333E-3	10.965850854E-6	41.885283952E-6	22.750480606E-6	17.149842337E+3	-643.756773047E+0	136.818207885E+3	11.791237477E+0	45.037939734E+0	24.462882372E+0	72.965408827E-6	-343.760733463E-6	8.539588107E-6	-41.356602311E-6	3.001100000E+0
2.992131144E+3	-940.000000000E-9	-16.105234557E-3	595.997935333E-6	-128.413273333E-3	11.698243675E-6	41.506609300E-6	32.197793171E-6	17.133228252E+3	-634.040356738E+0	136.609865248E+3	12.444940080E+0	44.155967341E+0	34.252971458E+0	64.151424734E-6	3.709386484E-3	8.529948650E-6	-41.356602311E-6	2.999200000E+0
2.997987839E+3	-950.000000000E-9	-16.251223683E-3	601.356952500E-6	-129.590640000E-3	11.947190323E-6	40.876924225E-6	15.831343856E-6	17.106551246E+3	-633.007318421E+0	136.411200000E+3	12.575989814E+0	43.028341290E+0	16.664572480E+0	68.498252084E-6	-1.866013802E-3	8.493530761E-6	-41.356602311E-6	2.999100000E+0
3.003831609E+3	-960.000000000E-9	-16.405004747E-3	613.865803133E-6	-130.749196667E-3	13.220401026E-6	40.976334048E-6	22.625626047E-6	17.088546611E+3	-639.443544931E+0	136.197079861E+3	13.771251068E+0	42.683681300E+0	23.568360466E+0	65.027512382E-6	-799.433960251E-6	8.631429336E-6	-41.356602311E-6	2.999300000E+0
3.009728375E+3	-970.000000000E-9	-16.574327423E-3	619.115071567E-6	-131.914613333E-3	13.190166589E-6	38.862555748E-6	14.961830363E-6	17.086935488E+3	-638.262960378E+0	135.994446735E+3	13.598109886E+0	40.064490462E+0	15.424567385E+0	59.058834864E-6	-1.905027363E-3	8.580622095E-6	-41.356602311E-6	2.999300000E+0
3.015581992E+3	-980.000000000E-9	-16.726931950E-3	612.634544167E-6	-133.068080000E-3	8.851948324E-6	34.745389558E-6	16.515351270E-6	17.068297908E+3	-625.137289966E+0	135.783755102E+3	9.032600330E+0	35.454479141E+0	16.852399256E+0	65.528855653E-6	1.543084287E-3	8.669517975E-6	-41.356602311E-6	2.999500000E+0
3.021435561E+3	-990.000000000E-9	-16.889561857E-3	622.280160633E-6	-134.201456667E-3	13.277018768E-6	42.844945937E-6	22.432530002E-6	17.060163492E+3	-628.565818822E+0	135.557026936E+3	13.411130069E+0	43.277723169E+0	22.659121214E+0	61.489305411E-6	-1.036740372E-3	8.823192054E-6	-41.356602311E-6	3.000700000E+0
3.027344151E+3	-1.000000000E-6	-17.043403517E-3	638.063367600E-6	-135.360460000E-3	8.485255779E-6	44.884421664E-6	21.171151484E-6	17.043403517E+3	-638.063367600E+0	135.360460000E+3	8.485255779E+0	44.884421664E+0	21.171151484E+0	65.001898705E-6	-633.584798141E-6	8.628102881E-6	-41.356602311E-6	2.999400000E+0
