[Main]
Experiment = "RvsB_75.00Vg_2.0K"
Header length = 71    
Date = "20200220 11:57:12"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 5.000000E-2
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = TRUE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 0

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.000000E+0
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 1.000000E-1
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Magnetic Field (T)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)	Temperature (K)
5.986273498E+3	3.900013672E+0	100.000001490E-3	1.126491038E-6	2.056736360E-9	88.771235698E+3	162.077657038E+0	75.000000000E+0	98.080157190E-12	2.000300000E+0
6.024110499E+3	3.999997656E+0	100.000001490E-3	1.126851916E-6	1.399327648E-9	88.742806470E+3	110.201048494E+0	75.000000000E+0	90.703271283E-12	2.000100000E+0
6.062736373E+3	4.100016406E+0	100.000001490E-3	1.123211587E-6	1.831599967E-9	89.030421899E+3	145.180231125E+0	75.000000000E+0	88.370050166E-12	2.000100000E+0
6.100589777E+3	4.200026562E+0	100.000001490E-3	1.121536223E-6	856.158207932E-12	89.163416625E+3	68.065559935E+0	75.000000000E+0	86.851494746E-12	1.999600000E+0
6.138517614E+3	4.300028125E+0	100.000001490E-3	1.123988676E-6	794.519447301E-12	88.968869186E+3	62.889865597E+0	75.000000000E+0	85.066323777E-12	1.999600000E+0
6.176358747E+3	4.400030469E+0	100.000001490E-3	1.123852966E-6	1.572392008E-9	88.979612592E+3	124.492114200E+0	75.000000000E+0	67.406076467E-12	1.999000000E+0
6.215786538E+3	4.500023828E+0	100.000001490E-3	1.126205138E-6	1.142609669E-9	88.793771295E+3	90.087159209E+0	75.000000000E+0	79.891959714E-12	1.999000000E+0
6.254064100E+3	4.600019922E+0	100.000001490E-3	1.124749760E-6	2.311441422E-9	88.908666638E+3	182.713686300E+0	75.000000000E+0	74.476236636E-12	1.999800000E+0
6.292349706E+3	4.700011719E+0	100.000001490E-3	1.126824728E-6	1.170438455E-9	88.744947607E+3	92.179818839E+0	75.000000000E+0	71.242951902E-12	1.999800000E+0
6.330183239E+3	4.800023828E+0	100.000001490E-3	1.124222332E-6	1.039919170E-9	88.950378099E+3	82.280168950E+0	75.000000000E+0	69.618794410E-12	1.999800000E+0
6.368098989E+3	4.900016406E+0	100.000001490E-3	1.123194841E-6	997.236295874E-12	89.031749332E+3	79.047453494E+0	75.000000000E+0	69.925490571E-12	1.999800000E+0
6.406347955E+3	5.000035156E+0	100.000001490E-3	1.124185999E-6	1.920927268E-9	88.953252918E+3	151.996848657E+0	75.000000000E+0	59.430917826E-12	1.999500000E+0
6.446032599E+3	5.100024609E+0	100.000001490E-3	1.124459230E-6	1.462304092E-9	88.931638234E+3	115.651234811E+0	75.000000000E+0	60.929400761E-12	1.999500000E+0
6.483902711E+3	5.200044141E+0	100.000001490E-3	1.123877607E-6	1.123625019E-9	88.977661687E+3	88.957664204E+0	75.000000000E+0	71.378684213E-12	1.999900000E+0
6.521831841E+3	5.300032812E+0	100.000001490E-3	1.122551030E-6	1.355783009E-9	89.082811204E+3	107.591511273E+0	75.000000000E+0	71.760829223E-12	1.999900000E+0
6.559700343E+3	5.400026562E+0	100.000001490E-3	1.124719678E-6	2.622597972E-9	88.911044610E+3	207.320926099E+0	75.000000000E+0	69.558235560E-12	1.999800000E+0
6.598617362E+3	5.500037500E+0	100.000001490E-3	1.123192829E-6	1.648753486E-9	89.031908800E+3	130.691423843E+0	75.000000000E+0	69.382187495E-12	1.999800000E+0
6.636453824E+3	5.600029297E+0	100.000001490E-3	1.127608444E-6	1.624807728E-9	88.683267720E+3	127.786608477E+0	75.000000000E+0	73.576033027E-12	2.000600000E+0
6.674777505E+3	5.700032812E+0	100.000001490E-3	1.126668088E-6	1.723899779E-9	88.757285833E+3	135.806336468E+0	75.000000000E+0	89.285172658E-12	2.000600000E+0
6.712614242E+3	5.800035156E+0	100.000001490E-3	1.124799141E-6	2.401312321E-9	88.904763387E+3	189.801090666E+0	75.000000000E+0	69.347040263E-12	1.998800000E+0
6.751856129E+3	5.900046484E+0	100.000001490E-3	1.124573808E-6	1.416283358E-9	88.922577395E+3	111.988706808E+0	75.000000000E+0	84.638738726E-12	1.998800000E+0
6.790422701E+3	6.000039453E+0	100.000001490E-3	1.125194834E-6	996.666339561E-12	88.873498561E+3	78.721677164E+0	75.000000000E+0	79.127585734E-12	1.999900000E+0
6.829025421E+3	6.100038281E+0	100.000001490E-3	1.124603544E-6	2.030574320E-9	88.920226159E+3	160.553582367E+0	75.000000000E+0	72.399440349E-12	1.999900000E+0
6.868245893E+3	6.200034375E+0	100.000001490E-3	1.127012249E-6	1.661989885E-9	88.730181566E+3	130.849211632E+0	75.000000000E+0	80.329393831E-12	2.000200000E+0
6.906112416E+3	6.300039453E+0	100.000001490E-3	1.127227777E-6	1.921628046E-9	88.713216228E+3	151.232792407E+0	75.000000000E+0	77.709545396E-12	2.000200000E+0
6.944349836E+3	6.400043359E+0	100.000001490E-3	1.125107810E-6	1.341958141E-9	88.880372722E+3	106.010942902E+0	75.000000000E+0	87.776729635E-12	1.999800000E+0
6.982967607E+3	6.500049219E+0	100.000001490E-3	1.123899978E-6	1.586302620E-9	88.975890584E+3	125.582962073E+0	75.000000000E+0	89.290454197E-12	1.999800000E+0
7.020833320E+3	6.600025000E+0	100.000001490E-3	1.125022879E-6	1.165665025E-9	88.887082506E+3	92.098183215E+0	75.000000000E+0	82.029195936E-12	1.999900000E+0
7.059468741E+3	6.700023437E+0	100.000001490E-3	1.128793465E-6	2.259375346E-9	88.590166914E+3	177.320692610E+0	75.000000000E+0	76.608456731E-12	1.999900000E+0
7.099102461E+3	6.800025000E+0	100.000001490E-3	1.125002010E-6	2.046896743E-9	88.888731365E+3	161.729537376E+0	75.000000000E+0	88.380310709E-12	1.999400000E+0
7.136993015E+3	6.900024219E+0	100.000001490E-3	1.125892433E-6	1.537762048E-9	88.818432898E+3	121.309648535E+0	75.000000000E+0	90.029644850E-12	1.999400000E+0
7.174942880E+3	7.000032031E+0	100.000001490E-3	1.126220697E-6	2.318226619E-9	88.792544589E+3	182.771672439E+0	75.000000000E+0	89.516762752E-12	1.999700000E+0
7.214170811E+3	7.100031250E+0	100.000001490E-3	1.125732183E-6	1.697522688E-9	88.831076306E+3	133.950836318E+0	75.000000000E+0	90.517398785E-12	1.999700000E+0
7.252011899E+3	7.200025000E+0	100.000001490E-3	1.124541837E-6	1.204425168E-9	88.925105530E+3	95.242019168E+0	75.000000000E+0	81.380511358E-12	1.999400000E+0
7.290280461E+3	7.300027344E+0	100.000001490E-3	1.126123279E-6	1.949406802E-9	88.800225795E+3	153.720083210E+0	75.000000000E+0	93.413805163E-12	1.999400000E+0
7.328863034E+3	7.400022656E+0	100.000001490E-3	1.123121907E-6	1.573065165E-9	89.037530889E+3	124.707600598E+0	75.000000000E+0	91.960571796E-12	2.000200000E+0
7.366780329E+3	7.500031250E+0	100.000001490E-3	1.120492020E-6	2.323490616E-9	89.246509277E+3	185.064617169E+0	75.000000000E+0	99.558611355E-12	2.000200000E+0
7.405632686E+3	7.600028125E+0	100.000001490E-3	1.122562623E-6	1.137701277E-9	89.081891212E+3	90.283231707E+0	75.000000000E+0	95.902880776E-12	1.999600000E+0
7.443534322E+3	7.700039844E+0	100.000001490E-3	1.126666015E-6	1.573963310E-9	88.757449118E+3	123.995014059E+0	75.000000000E+0	98.779208424E-12	1.999600000E+0
7.481497830E+3	7.800026563E+0	100.000001490E-3	1.125760049E-6	1.260391353E-9	88.828877469E+3	99.452053868E+0	75.000000000E+0	93.343353186E-12	2.001000000E+0
7.520083322E+3	7.900039844E+0	100.000001490E-3	1.122759027E-6	2.436034118E-9	89.066308193E+3	193.245888402E+0	75.000000000E+0	90.250783236E-12	2.001000000E+0
7.557927763E+3	8.000041406E+0	100.000001490E-3	1.123762145E-6	2.245361070E-9	88.986803788E+3	177.802309789E+0	75.000000000E+0	113.819571129E-12	1.999900000E+0
7.597154474E+3	8.100021875E+0	100.000001490E-3	1.125087210E-6	1.799377082E-9	88.882000068E+3	142.150966142E+0	75.000000000E+0	87.565505194E-12	1.999900000E+0
7.636352412E+3	8.200014844E+0	100.000001490E-3	1.123736127E-6	1.548599175E-9	88.988864072E+3	122.633844455E+0	75.000000000E+0	89.476342655E-12	1.999900000E+0
7.675249985E+3	8.300018750E+0	100.000001490E-3	1.123299820E-6	858.531832938E-12	89.023428750E+3	68.040113688E+0	75.000000000E+0	89.214905949E-12	1.999900000E+0
7.713110086E+3	8.400030469E+0	100.000001490E-3	1.121470286E-6	1.201961356E-9	89.168659011E+3	95.568543931E+0	75.000000000E+0	95.822411117E-12	2.001000000E+0
7.751001869E+3	8.500036719E+0	100.000001490E-3	1.122849023E-6	1.521947517E-9	89.059169559E+3	120.713808609E+0	75.000000000E+0	89.496451916E-12	2.001000000E+0
7.789578542E+3	8.600023438E+0	100.000001490E-3	1.123298670E-6	1.197479476E-9	89.023519855E+3	94.902487379E+0	75.000000000E+0	97.210282185E-12	1.999500000E+0
7.828198629E+3	8.700026562E+0	100.000001490E-3	1.123909704E-6	1.405781472E-9	88.975120647E+3	111.289702024E+0	75.000000000E+0	93.272854718E-12	1.999500000E+0
7.867112511E+3	8.800051563E+0	100.000001490E-3	1.124551031E-6	2.073408727E-9	88.924378503E+3	163.955727586E+0	75.000000000E+0	91.789495796E-12	2.000500000E+0
7.907915550E+3	8.900017187E+0	100.000001490E-3	1.123372983E-6	2.068542016E-9	89.017630805E+3	163.914133769E+0	75.000000000E+0	86.403869476E-12	2.000500000E+0
7.948501349E+3	9.000018750E+0	100.000001490E-3	1.122118998E-6	1.730128480E-9	89.117109364E+3	137.404365523E+0	75.000000000E+0	91.447531492E-12	1.998800000E+0
